timestamp_ms,target_rpm,measured_rpm,error_rpm,control_output,pwm_duty,motor_current,motor_voltage,state,fault_flags,encoder_count,loop_time_us
1280,200.0,200.53475935828874,-0.5347593582887384,11.203208556150146,11.203208556150146,0.040542384149028096,1.3443850267380175,3,0,6314,50.0
1290,200.0,196.524064171123,3.475935828876999,13.729946524064564,13.729946524064564,0.07109919557646098,1.647593582887748,3,0,6363,50.0
1300,200.0,200.53475935828874,-0.5347593582887384,11.644385026738385,11.644385026738385,0.04506614344194643,1.3973262032086062,3,0,6413,50.0
1310,200.0,200.53475935828874,-0.5347593582887384,11.564171122995075,11.564171122995075,0.044171727325206175,1.3877005347594091,3,0,6463,50.0
1320,200.0,200.53475935828874,-0.5347593582887384,11.483957219251765,11.483957219251765,0.04331217204663028,1.3780748663102118,3,0,6513,50.0
1330,200.0,200.53475935828874,-0.5347593582887384,11.403743315508455,11.403743315508455,0.04248536852550986,1.3684491978610147,3,0,6563,50.0
1340,200.0,200.53475935828874,-0.5347593582887384,11.323529411765145,11.323529411765145,0.041689335280518845,1.3588235294118176,3,0,6613,50.0
1350,200.0,200.53475935828874,-0.5347593582887384,11.243315508021835,11.243315508021835,0.040922210709951355,1.3491978609626203,3,0,6663,50.0
1360,200.0,196.524064171123,3.475935828876999,13.770053475936253,13.770053475936253,0.07146566829889756,1.6524064171123505,3,0,6712,50.0
1370,200.0,204.54545454545453,-4.5454545454545325,9.077540106952307,9.077540106952307,0.014136647773231592,1.0893048128342768,3,0,6763,50.0
1380,200.0,196.524064171123,3.475935828876999,13.609625668449622,13.609625668449622,0.0698450169465874,1.6331550802139545,3,0,6812,50.0
1390,200.0,200.53475935828874,-0.5347593582887384,11.524064171123444,11.524064171123444,0.043858965613832644,1.3828877005348132,3,0,6862,50.0
1400,200.0,200.53475935828874,-0.5347593582887384,11.443850267380133,11.443850267380133,0.04300870675034567,1.373262032085616,3,0,6912,50.0
1410,200.0,200.53475935828874,-0.5347593582887384,11.363636363636823,11.363636363636823,0.04219063721120127,1.3636363636364188,3,0,6962,50.0
1420,200.0,196.524064171123,3.475935828876999,13.890374331551241,13.890374331551241,0.07268623200216943,1.666844919786149,3,0,7011,50.0
1430,200.0,204.54545454545453,-4.5454545454545325,9.197860962567296,9.197860962567296,0.015312244377803142,1.1037433155080756,3,0,7062,50.0
1440,200.0,196.524064171123,3.475935828876999,13.72994652406461,13.72994652406461,0.07097836696192997,1.6475935828877533,3,0,7111,50.0
1450,200.0,200.53475935828874,-0.5347593582887384,11.644385026738432,11.644385026738432,0.04495262495859457,1.3973262032086118,3,0,7161,50.0
1460,200.0,204.54545454545453,-4.5454545454545325,8.957219251337355,8.957219251337355,0.012781654250203889,1.0748663101604825,3,0,7212,50.0
1470,200.0,196.524064171123,3.475935828876999,13.48930481283467,13.48930481283467,0.0685431235263553,1.6187165775401602,3,0,7261,50.0
1480,200.0,200.53475935828874,-0.5347593582887384,11.40374331550849,11.40374331550849,0.04260695974017699,1.368449197861019,3,0,7311,50.0
1490,200.0,200.53475935828874,-0.5347593582887384,11.32352941176518,11.32352941176518,0.04180357022669858,1.3588235294118216,3,0,7361,50.0
1500,200.0,196.524064171123,3.475935828876999,13.850267379679599,13.850267379679599,0.07231295690178,1.6620320855615518,3,0,7410,50.0
1510,200.0,200.53475935828874,-0.5347593582887384,11.76470588235342,11.76470588235342,0.046235349212431255,1.4117647058824103,3,0,7460,50.0
1520,200.0,204.54545454545453,-4.5454545454545325,9.077540106952343,9.077540106952343,0.01401565069203108,1.0893048128342813,3,0,7511,50.0
1530,200.0,196.524064171123,3.475935828876999,13.609625668449658,13.609625668449658,0.06973134018879953,1.633155080213959,3,0,7560,50.0
1540,200.0,200.53475935828874,-0.5347593582887384,11.524064171123479,11.524064171123479,0.04375216629989094,1.3828877005348175,3,0,7610,50.0
1550,200.0,200.53475935828874,-0.5347593582887384,11.443850267380169,11.443850267380169,0.042908368794897456,1.3732620320856204,3,0,7660,50.0
1560,200.0,200.53475935828874,-0.5347593582887384,11.363636363636859,11.363636363636859,0.04209636970205768,1.363636363636423,3,0,7710,50.0
1570,200.0,200.53475935828874,-0.5347593582887384,11.283422459893549,11.283422459893549,0.04131424521743632,1.354010695187226,3,0,7760,50.0
1580,200.0,200.53475935828874,-0.5347593582887384,11.203208556150239,11.203208556150239,0.040560187927236147,1.3443850267380286,3,0,7810,50.0
1590,200.0,196.524064171123,3.475935828876999,13.729946524064657,13.729946524064657,0.07111592222608744,1.6475935828877588,3,0,7859,50.0
1600,200.0,200.53475935828874,-0.5347593582887384,11.644385026738478,11.644385026738478,0.04508185812927051,1.3973262032086173,3,0,7909,50.0
1610,200.0,200.53475935828874,-0.5347593582887384,11.564171122995168,11.564171122995168,0.04418649127394714,1.38770053475942,3,0,7959,50.0
1620,200.0,200.53475935828874,-0.5347593582887384,11.483957219251858,11.483957219251858,0.04332604277647247,1.378074866310223,3,0,8009,50.0
1630,200.0,200.53475935828874,-0.5347593582887384,11.403743315508548,11.403743315508548,0.04249840007619663,1.3684491978610258,3,0,8059,50.0
1640,200.0,200.53475935828874,-0.5347593582887384,11.323529411765238,11.323529411765238,0.04170157842238905,1.3588235294118285,3,0,8109,50.0
1650,200.0,200.53475935828874,-0.5347593582887384,11.243315508021928,11.243315508021928,0.04093371314173846,1.3491978609626314,3,0,8159,50.0
1660,200.0,196.524064171123,3.475935828876999,13.770053475936345,13.770053475936345,0.07147647483356154,1.6524064171123614,3,0,8208,50.0
1670,200.0,200.53475935828874,-0.5347593582887384,11.684491978610167,11.684491978610167,0.04543022297244163,1.4021390374332199,3,0,8258,50.0
1680,200.0,204.54545454545453,-4.5454545454545325,8.99732620320909,8.99732620320909,0.013239983252662447,1.0796791443850908,3,0,8309,50.0
1690,200.0,196.524064171123,3.475935828876999,13.529411764706404,13.529411764706404,0.06898334929261432,1.6235294117647685,3,0,8358,50.0
1700,200.0,200.53475935828874,-0.5347593582887384,11.443850267380226,11.443850267380226,0.04303017751602654,1.373262032085627,3,0,8408,50.0
1710,200.0,200.53475935828874,-0.5347593582887384,11.363636363636916,11.363636363636916,0.04221080899555848,1.36363636363643,3,0,8458,50.0
1720,200.0,196.524064171123,3.475935828876999,13.890374331551333,13.890374331551333,0.07270518339357306,1.66684491978616,3,0,8507,50.0
1730,200.0,204.54545454545453,-4.5454545454545325,9.197860962567388,9.197860962567388,0.015330049210026874,1.1037433155080865,3,0,8558,50.0
1740,200.0,196.524064171123,3.475935828876999,13.729946524064703,13.729946524064703,0.07099509460180421,1.6475935828877644,3,0,8607,50.0
1750,200.0,200.53475935828874,-0.5347593582887384,11.644385026738524,11.644385026738524,0.04496834057625644,1.3973262032086229,3,0,8657,50.0
1760,200.0,204.54545454545453,-4.5454545454545325,8.957219251337447,8.957219251337447,0.012796419072997268,1.0748663101604938,3,0,8708,50.0
1770,200.0,196.524064171123,3.475935828876999,13.489304812834762,13.489304812834762,0.0685569950773697,1.6187165775401715,3,0,8757,50.0
1780,200.0,200.53475935828874,-0.5347593582887384,11.403743315508583,11.403743315508583,0.042619992062355005,1.3684491978610298,3,0,8807,50.0
1790,200.0,200.53475935828874,-0.5347593582887384,11.323529411765273,11.323529411765273,0.041815814093384876,1.3588235294118327,3,0,8857,50.0
1800,200.0,196.524064171123,3.475935828876999,13.850267379679691,13.850267379679691,0.07232446001453174,1.6620320855615627,3,0,8906,50.0
1810,200.0,200.53475935828874,-0.5347593582887384,11.764705882353512,11.764705882353512,0.0462461563868616,1.4117647058824216,3,0,8956,50.0
1820,200.0,204.54545454545453,-4.5454545454545325,9.077540106952435,9.077540106952435,0.014025804032408374,1.0893048128342921,3,0,9007,50.0
1830,200.0,196.524064171123,3.475935828876999,13.60962566844975,13.60962566844975,0.06974087925208404,1.63315508021397,3,0,9056,50.0
1840,200.0,200.53475935828874,-0.5347593582887384,11.524064171123571,11.524064171123571,0.04376112824984675,1.3828877005348286,3,0,9106,50.0
1850,200.0,200.53475935828874,-0.5347593582887384,11.443850267380261,11.443850267380261,0.04291678854688095,1.3732620320856312,3,0,9156,50.0
1860,200.0,200.53475935828874,-0.5347593582887384,11.363636363636951,11.363636363636951,0.04210428005904619,1.3636363636364341,3,0,9206,50.0
1870,200.0,200.53475935828874,-0.5347593582887384,11.283422459893641,11.283422459893641,0.04132167699782704,1.3540106951872368,3,0,9256,50.0
1880,200.0,196.524064171123,3.475935828876999,13.810160427808059,13.810160427808059,0.07185059254480602,1.6572192513369672,3,0,9305,50.0
1890,200.0,204.54545454545453,-4.5454545454545325,9.117647058824113,9.117647058824113,0.014507909770711824,1.0941176470588936,3,0,9356,50.0
