run,timestamp_ms,target_rpm,measured_rpm,error_rpm,PI_output,pwm_duty,motor_current,encoder_count,state,fault_flags
3,3030,100.0,100.27,-0.27,5.72,5.72,0.021,7595,3,0
3,3040,100.0,100.27,-0.27,5.68,5.68,0.021,7620,3,0
3,3050,100.0,100.27,-0.27,5.64,5.64,0.021,7645,3,0
3,3060,100.0,100.27,-0.27,5.6,5.6,0.02,7670,3,0
3,3070,100.0,100.27,-0.27,5.56,5.56,0.02,7695,3,0
3,3080,100.0,100.27,-0.27,5.52,5.52,0.019,7719,3,0
3,3090,100.0,96.26,3.74,8.09,8.09,0.05,7745,3,0
3,3100,100.0,104.28,-4.28,3.44,3.44,-0.006,7769,3,0
3,3110,100.0,96.26,3.74,8.01,8.01,0.05,7795,3,0
3,3120,100.0,104.28,-4.28,3.36,3.36,-0.007,7819,3,0
3,3130,100.0,96.26,3.74,7.93,7.93,0.049,7844,3,0
3,3140,100.0,100.27,-0.27,5.88,5.88,0.023,7869,3,0
3,3150,100.0,100.27,-0.27,5.84,5.84,0.023,7894,3,0
3,3160,100.0,100.27,-0.27,5.8,5.8,0.022,7919,3,0
3,3170,100.0,100.27,-0.27,5.76,5.76,0.022,7944,3,0
3,3180,100.0,100.27,-0.27,5.72,5.72,0.021,7969,3,0
3,3190,100.0,100.27,-0.27,5.68,5.68,0.021,7994,3,0
3,3200,100.0,100.27,-0.27,5.64,5.64,0.021,8019,3,0
3,3210,100.0,100.27,-0.27,5.6,5.6,0.02,8044,3,0
3,3220,100.0,100.27,-0.27,5.56,5.56,0.02,8068,3,0
3,3230,100.0,96.26,3.74,8.13,8.13,0.051,8094,3,0
3,3240,100.0,104.28,-4.28,3.48,3.48,-0.006,8118,3,0
3,3250,100.0,96.26,3.74,8.05,8.05,0.05,8144,3,0
3,3260,100.0,104.28,-4.28,3.4,3.4,-0.007,8168,3,0
3,3270,100.0,96.26,3.74,7.97,7.97,0.049,8193,3,0
3,3280,100.0,100.27,-0.27,5.92,5.92,0.024,8219,3,0
3,3290,100.0,104.28,-4.28,3.28,3.28,-0.008,8243,3,0
3,3300,100.0,96.26,3.74,7.85,7.85,0.048,8268,3,0
3,3310,100.0,100.27,-0.27,5.8,5.8,0.022,8293,3,0
3,3320,100.0,100.27,-0.27,5.76,5.76,0.022,8318,3,0
3,3330,100.0,100.27,-0.27,5.72,5.72,0.021,8343,3,0
3,3340,100.0,100.27,-0.27,5.68,5.68,0.021,8368,3,0
3,3350,100.0,100.27,-0.27,5.64,5.64,0.021,8393,3,0
3,3360,100.0,100.27,-0.27,5.6,5.6,0.02,8417,3,0
3,3370,100.0,96.26,3.74,8.17,8.17,0.051,8443,3,0
3,3380,100.0,104.28,-4.28,3.52,3.52,-0.006,8468,3,0
3,3390,100.0,100.27,-0.27,5.48,5.48,0.019,8492,3,0
3,3400,100.0,96.26,3.74,8.05,8.05,0.05,8517,3,0
3,3410,100.0,100.27,-0.27,6.0,6.0,0.024,8543,3,0
3,3420,100.0,104.28,-4.28,3.36,3.36,-0.007,8567,3,0
3,3430,100.0,96.26,3.74,7.93,7.93,0.049,8592,3,0
3,3440,100.0,100.27,-0.27,5.88,5.88,0.023,8618,3,0
3,3450,100.0,104.28,-4.28,3.24,3.24,-0.009,8642,3,0
3,3460,100.0,96.26,3.74,7.81,7.81,0.048,8667,3,0
3,3470,100.0,100.27,-0.27,5.76,5.76,0.022,8692,3,0
3,3480,100.0,100.27,-0.27,5.72,5.72,0.022,8717,3,0
3,3490,100.0,100.27,-0.27,5.68,5.68,0.021,8742,3,0
3,3500,100.0,100.27,-0.27,5.64,5.64,0.021,8766,3,0
3,3510,100.0,96.26,3.74,8.21,8.21,0.052,8792,3,0
3,3520,100.0,104.28,-4.28,3.56,3.56,-0.005,8817,3,0
3,3530,100.0,100.27,-0.27,5.52,5.52,0.019,8841,3,0
3,3540,100.0,96.26,3.74,8.09,8.09,0.05,8867,3,0
3,3550,100.0,104.28,-4.28,3.44,3.44,-0.007,8891,3,0
3,3560,100.0,96.26,3.74,8.01,8.01,0.05,8916,3,0
3,3570,100.0,100.27,-0.27,5.96,5.96,0.024,8942,3,0
3,3580,100.0,104.28,-4.28,3.32,3.32,-0.008,8966,3,0
3,3590,100.0,96.26,3.74,7.89,7.89,0.048,8991,3,0
3,3600,100.0,100.27,-0.27,5.84,5.84,0.023,9016,3,0
3,3610,100.0,100.27,-0.27,5.8,5.8,0.022,9041,3,0
3,3620,100.0,100.27,-0.27,5.76,5.76,0.022,9066,3,0
3,3630,100.0,100.27,-0.27,5.72,5.72,0.021,9091,3,0
3,3640,100.0,100.27,-0.27,5.68,5.68,0.021,9116,3,0
3,3650,100.0,100.27,-0.27,5.64,5.64,0.021,9141,3,0
3,3660,100.0,100.27,-0.27,5.6,5.6,0.02,9166,3,0
3,3670,100.0,100.27,-0.27,5.56,5.56,0.02,9191,3,0
3,3680,100.0,100.27,-0.27,5.52,5.52,0.02,9215,3,0
3,3690,100.0,96.26,3.74,8.09,8.09,0.05,9241,3,0
3,3700,100.0,104.28,-4.28,3.44,3.44,-0.006,9265,3,0
3,3710,100.0,96.26,3.74,8.01,8.01,0.05,9290,3,0
3,3720,100.0,100.27,-0.27,5.96,5.96,0.024,9316,3,0
3,3730,100.0,104.28,-4.28,3.32,3.32,-0.008,9340,3,0
3,3740,100.0,96.26,3.74,7.89,7.89,0.048,9365,3,0
3,3750,100.0,100.27,-0.27,5.84,5.84,0.023,9390,3,0
3,3760,100.0,100.27,-0.27,5.8,5.8,0.022,9415,3,0
3,3770,100.0,100.27,-0.27,5.76,5.76,0.022,9440,3,0
3,3780,100.0,100.27,-0.27,5.72,5.72,0.021,9465,3,0
3,3790,100.0,100.27,-0.27,5.68,5.68,0.021,9490,3,0
3,3800,100.0,100.27,-0.27,5.64,5.64,0.021,9515,3,0
3,3810,100.0,100.27,-0.27,5.6,5.6,0.02,9540,3,0
3,3820,100.0,100.27,-0.27,5.56,5.56,0.02,9564,3,0
3,3830,100.0,96.26,3.74,8.13,8.13,0.051,9590,3,0
3,3840,100.0,104.28,-4.28,3.48,3.48,-0.006,9614,3,0
3,3850,100.0,96.26,3.74,8.05,8.05,0.05,9640,3,0
3,3860,100.0,104.28,-4.28,3.4,3.4,-0.007,9664,3,0
3,3870,100.0,96.26,3.74,7.97,7.97,0.049,9689,3,0
3,3880,100.0,100.27,-0.27,5.92,5.92,0.024,9715,3,0
3,3890,100.0,104.28,-4.28,3.28,3.28,-0.008,9739,3,0
3,3900,100.0,96.26,3.74,7.85,7.85,0.048,9764,3,0
3,3910,100.0,100.27,-0.27,5.8,5.8,0.022,9789,3,0
3,3920,100.0,100.27,-0.27,5.76,5.76,0.022,9814,3,0
3,3930,100.0,100.27,-0.27,5.72,5.72,0.021,9839,3,0
3,3940,100.0,100.27,-0.27,5.68,5.68,0.021,9864,3,0
3,3950,100.0,100.27,-0.27,5.64,5.64,0.021,9889,3,0
3,3960,100.0,100.27,-0.27,5.6,5.6,0.02,9913,3,0
3,3970,100.0,96.26,3.74,8.17,8.17,0.051,9939,3,0
3,3980,100.0,104.28,-4.28,3.52,3.52,-0.006,9963,3,0
3,3990,100.0,96.26,3.74,8.09,8.09,0.05,9989,3,0
3,4000,100.0,104.28,-4.28,3.44,3.44,-0.007,10013,3,0
3,4010,100.0,96.26,3.74,8.01,8.01,0.049,10039,3,0
3,4020,100.0,104.28,-4.28,3.36,3.36,-0.007,10063,3,0
3,4030,100.0,96.26,3.74,7.93,7.93,0.049,10088,3,0
3,4040,100.0,100.27,-0.27,5.88,5.88,0.023,10114,3,0
3,4050,100.0,104.28,-4.28,3.24,3.24,-0.009,10138,3,0
3,4060,100.0,96.26,3.74,7.81,7.81,0.048,10163,3,0
3,4070,100.0,100.27,-0.27,5.76,5.76,0.022,10188,3,0
3,4080,100.0,100.27,-0.27,5.72,5.72,0.022,10213,3,0
3,4090,100.0,100.27,-0.27,5.68,5.68,0.021,10238,3,0
3,4100,100.0,100.27,-0.27,5.64,5.64,0.021,10262,3,0
3,4110,100.0,96.26,3.74,8.21,8.21,0.052,10288,3,0
3,4120,100.0,104.28,-4.28,3.56,3.56,-0.005,10313,3,0
3,4130,100.0,100.27,-0.27,5.52,5.52,0.019,10337,3,0
3,4140,100.0,96.26,3.74,8.09,8.09,0.05,10363,3,0
3,4150,100.0,104.28,-4.28,3.44,3.44,-0.007,10387,3,0
3,4160,100.0,96.26,3.74,8.01,8.01,0.05,10412,3,0
3,4170,100.0,100.27,-0.27,5.96,5.96,0.024,10438,3,0
3,4180,100.0,104.28,-4.28,3.32,3.32,-0.008,10462,3,0
3,4190,100.0,96.26,3.74,7.89,7.89,0.048,10487,3,0
3,4200,100.0,100.27,-0.27,5.84,5.84,0.023,10512,3,0
3,4210,100.0,100.27,-0.27,5.8,5.8,0.022,10537,3,0
3,4220,100.0,100.27,-0.27,5.76,5.76,0.022,10562,3,0
3,4230,100.0,100.27,-0.27,5.72,5.72,0.021,10587,3,0
3,4240,100.0,100.27,-0.27,5.68,5.68,0.021,10612,3,0
3,4250,100.0,100.27,-0.27,5.64,5.64,0.021,10637,3,0
3,4260,100.0,100.27,-0.27,5.6,5.6,0.02,10662,3,0
3,4270,100.0,100.27,-0.27,5.56,5.56,0.02,10687,3,0
3,4280,100.0,100.27,-0.27,5.52,5.52,0.02,10711,3,0
3,4290,100.0,96.26,3.74,8.09,8.09,0.05,10737,3,0
3,4300,100.0,104.28,-4.28,3.44,3.44,-0.006,10761,3,0
3,4310,100.0,96.26,3.74,8.01,8.01,0.05,10786,3,0
3,4320,100.0,100.27,-0.27,5.96,5.96,0.024,10812,3,0
3,4330,100.0,104.28,-4.28,3.32,3.32,-0.008,10836,3,0
3,4340,100.0,96.26,3.74,7.89,7.89,0.048,10861,3,0
3,4350,100.0,100.27,-0.27,5.84,5.84,0.023,10886,3,0
3,4360,100.0,100.27,-0.27,5.8,5.8,0.022,10911,3,0
3,4370,100.0,100.27,-0.27,5.76,5.76,0.022,10936,3,0
3,4380,100.0,100.27,-0.27,5.72,5.72,0.021,10961,3,0
3,4390,100.0,100.27,-0.27,5.68,5.68,0.021,10986,3,0
3,4400,100.0,100.27,-0.27,5.64,5.64,0.021,11011,3,0
3,4410,100.0,100.27,-0.27,5.6,5.6,0.02,11036,3,0
3,4420,100.0,100.27,-0.27,5.56,5.56,0.02,11060,3,0
3,4430,100.0,96.26,3.74,8.13,8.13,0.051,11086,3,0
3,4440,100.0,104.28,-4.28,3.48,3.48,-0.006,11110,3,0
3,4450,100.0,96.26,3.74,8.05,8.05,0.05,11136,3,0
3,4460,100.0,104.28,-4.28,3.4,3.4,-0.007,11160,3,0
3,4470,100.0,96.26,3.74,7.97,7.97,0.049,11185,3,0
3,4480,100.0,100.27,-0.27,5.92,5.92,0.024,11210,3,0
3,4490,100.0,100.27,-0.27,5.88,5.88,0.023,11236,3,0
3,4500,100.0,104.28,-4.28,3.24,3.24,-0.009,11260,3,0
3,4510,100.0,96.26,3.74,7.81,7.81,0.047,11285,3,0
3,4520,100.0,100.27,-0.27,5.76,5.76,0.022,11310,3,0
3,4530,100.0,100.27,-0.27,5.72,5.72,0.022,11335,3,0
3,4540,100.0,100.27,-0.27,5.68,5.68,0.021,11360,3,0
3,4550,100.0,100.27,-0.27,5.64,5.64,0.021,11385,3,0
3,4560,100.0,100.27,-0.27,5.6,5.6,0.02,11409,3,0
3,4570,100.0,96.26,3.74,8.17,8.17,0.051,11435,3,0
3,4580,100.0,104.28,-4.28,3.52,3.52,-0.006,11459,3,0
3,4590,100.0,96.26,3.74,8.09,8.09,0.05,11485,3,0
3,4600,100.0,104.28,-4.28,3.44,3.44,-0.007,11509,3,0
3,4610,100.0,96.26,3.74,8.01,8.01,0.049,11535,3,0
3,4620,100.0,104.28,-4.28,3.36,3.36,-0.007,11559,3,0
3,4630,100.0,96.26,3.74,7.93,7.93,0.049,11584,3,0
3,4640,100.0,100.27,-0.27,5.88,5.88,0.023,11609,3,0
3,4650,100.0,100.27,-0.27,5.84,5.84,0.023,11634,3,0
3,4660,100.0,100.27,-0.27,5.8,5.8,0.022,11660,3,0
3,4670,100.0,104.28,-4.28,3.16,3.16,-0.01,11684,3,0
3,4680,100.0,96.26,3.74,7.73,7.73,0.047,11709,3,0
3,4690,100.0,100.27,-0.27,5.68,5.68,0.021,11734,3,0
3,4700,100.0,100.27,-0.27,5.64,5.64,0.021,11758,3,0
3,4710,100.0,96.26,3.74,8.21,8.21,0.052,11784,3,0
3,4720,100.0,104.28,-4.28,3.56,3.56,-0.005,11809,3,0
3,4730,100.0,100.27,-0.27,5.52,5.52,0.019,11833,3,0
3,4740,100.0,96.26,3.74,8.09,8.09,0.05,11859,3,0
3,4750,100.0,104.28,-4.28,3.44,3.44,-0.007,11883,3,0
3,4760,100.0,96.26,3.74,8.01,8.01,0.05,11908,3,0
3,4770,100.0,100.27,-0.27,5.96,5.96,0.024,11934,3,0
3,4780,100.0,104.28,-4.28,3.32,3.32,-0.008,11958,3,0
3,4790,100.0,96.26,3.74,7.89,7.89,0.048,11983,3,0
3,4800,100.0,100.27,-0.27,5.84,5.84,0.023,12008,3,0
3,4810,100.0,100.27,-0.27,5.8,5.8,0.022,12033,3,0
3,4820,100.0,100.27,-0.27,5.76,5.76,0.022,12058,3,0
3,4830,100.0,100.27,-0.27,5.72,5.72,0.021,12083,3,0
3,4840,100.0,100.27,-0.27,5.68,5.68,0.021,12108,3,0
3,4850,100.0,100.27,-0.27,5.64,5.64,0.021,12133,3,0
3,4860,100.0,100.27,-0.27,5.6,5.6,0.02,12158,3,0
3,4870,100.0,100.27,-0.27,5.56,5.56,0.02,12183,3,0
3,4880,100.0,100.27,-0.27,5.52,5.52,0.02,12207,3,0
3,4890,100.0,96.26,3.74,8.09,8.09,0.05,12232,3,0
3,4900,100.0,100.27,-0.27,6.04,6.04,0.025,12258,3,0
3,4910,100.0,104.28,-4.28,3.4,3.4,-0.007,12282,3,0
3,4920,100.0,96.26,3.74,7.97,7.97,0.049,12308,3,0
3,4930,100.0,104.28,-4.28,3.32,3.32,-0.008,12332,3,0
3,4940,100.0,96.26,3.74,7.89,7.89,0.048,12357,3,0
3,4950,100.0,100.27,-0.27,5.84,5.84,0.023,12382,3,0
3,4960,100.0,100.27,-0.27,5.8,5.8,0.022,12407,3,0
3,4970,100.0,100.27,-0.27,5.76,5.76,0.022,12432,3,0
3,4980,100.0,100.27,-0.27,5.72,5.72,0.021,12457,3,0
3,4990,100.0,100.27,-0.27,5.68,5.68,0.021,12482,3,0
