run,timestamp_ms,target_rpm,measured_rpm,error_rpm,PI_output,pwm_duty,motor_current,encoder_count,state,fault_flags
1,0,100.0,0.0,100.0,65.0,65.0,0.78,14,3,0
1,10,100.0,56.15,43.85,43.5,43.5,0.495,38,3,0
1,20,100.0,96.26,3.74,24.01,24.01,0.242,68,3,0
1,30,100.0,120.32,-20.32,8.93,8.93,0.052,98,3,0
1,40,100.0,120.32,-20.32,5.88,5.88,0.014,127,3,0
1,50,100.0,116.31,-16.31,5.44,5.44,0.009,156,3,0
1,60,100.0,116.31,-16.31,2.99,2.99,-0.019,185,3,0
1,70,100.0,116.31,-16.31,0.55,0.55,-0.047,211,3,0
1,80,100.0,104.28,-4.28,5.92,5.92,0.021,238,3,0
1,90,100.0,108.29,-8.29,2.67,2.67,-0.018,263,3,0
1,100,100.0,100.27,-0.27,6.64,6.64,0.031,289,3,0
1,110,100.0,104.28,-4.28,4.0,4.0,-0.001,314,3,0
1,120,100.0,100.27,-0.27,5.96,5.96,0.024,340,3,0
1,130,100.0,104.28,-4.28,3.32,3.32,-0.008,364,3,0
1,140,100.0,96.26,3.74,7.89,7.89,0.048,389,3,0
1,150,100.0,100.27,-0.27,5.84,5.84,0.023,414,3,0
1,160,100.0,100.27,-0.27,5.8,5.8,0.022,439,3,0
1,170,100.0,100.27,-0.27,5.76,5.76,0.022,464,3,0
1,180,100.0,100.27,-0.27,5.72,5.72,0.021,489,3,0
1,190,100.0,100.27,-0.27,5.68,5.68,0.021,514,3,0
1,200,100.0,100.27,-0.27,5.64,5.64,0.021,539,3,0
1,210,100.0,100.27,-0.27,5.6,5.6,0.02,564,3,0
1,220,100.0,100.27,-0.27,5.56,5.56,0.02,589,3,0
1,230,100.0,100.27,-0.27,5.52,5.52,0.019,614,3,0
1,240,100.0,100.27,-0.27,5.48,5.48,0.019,638,3,0
1,250,100.0,96.26,3.74,8.05,8.05,0.05,663,3,0
1,260,100.0,100.27,-0.27,6.0,6.0,0.024,688,3,0
1,270,100.0,100.27,-0.27,5.96,5.96,0.024,714,3,0
1,280,100.0,104.28,-4.28,3.32,3.32,-0.008,738,3,0
1,290,100.0,96.26,3.74,7.89,7.89,0.048,763,3,0
1,300,100.0,100.27,-0.27,5.84,5.84,0.023,788,3,0
1,310,100.0,100.27,-0.27,5.8,5.8,0.022,813,3,0
1,320,100.0,100.27,-0.27,5.76,5.76,0.022,838,3,0
1,330,100.0,100.27,-0.27,5.72,5.72,0.021,863,3,0
1,340,100.0,100.27,-0.27,5.68,5.68,0.021,888,3,0
1,350,100.0,100.27,-0.27,5.64,5.64,0.021,913,3,0
1,360,100.0,100.27,-0.27,5.6,5.6,0.02,938,3,0
1,370,100.0,100.27,-0.27,5.56,5.56,0.02,963,3,0
1,380,100.0,100.27,-0.27,5.52,5.52,0.02,987,3,0
1,390,100.0,96.26,3.74,8.09,8.09,0.05,1012,3,0
1,400,100.0,100.27,-0.27,6.04,6.04,0.025,1038,3,0
1,410,100.0,104.28,-4.28,3.4,3.4,-0.007,1062,3,0
1,420,100.0,96.26,3.74,7.97,7.97,0.049,1087,3,0
1,430,100.0,100.27,-0.27,5.92,5.92,0.024,1113,3,0
1,440,100.0,104.28,-4.28,3.28,3.28,-0.008,1137,3,0
1,450,100.0,96.26,3.74,7.85,7.85,0.048,1162,3,0
1,460,100.0,100.27,-0.27,5.8,5.8,0.022,1187,3,0
1,470,100.0,100.27,-0.27,5.76,5.76,0.022,1212,3,0
1,480,100.0,100.27,-0.27,5.72,5.72,0.021,1237,3,0
1,490,100.0,100.27,-0.27,5.68,5.68,0.021,1262,3,0
1,500,100.0,100.27,-0.27,5.64,5.64,0.021,1287,3,0
1,510,100.0,100.27,-0.27,5.6,5.6,0.02,1312,3,0
1,520,100.0,100.27,-0.27,5.56,5.56,0.02,1336,3,0
1,530,100.0,96.26,3.74,8.13,8.13,0.051,1362,3,0
1,540,100.0,104.28,-4.28,3.48,3.48,-0.006,1386,3,0
1,550,100.0,96.26,3.74,8.05,8.05,0.05,1411,3,0
1,560,100.0,100.27,-0.27,6.0,6.0,0.024,1437,3,0
1,570,100.0,104.28,-4.28,3.36,3.36,-0.007,1461,3,0
1,580,100.0,96.26,3.74,7.93,7.93,0.049,1486,3,0
1,590,100.0,100.27,-0.27,5.88,5.88,0.023,1512,3,0
1,600,100.0,104.28,-4.28,3.24,3.24,-0.009,1536,3,0
1,610,100.0,96.26,3.74,7.81,7.81,0.047,1561,3,0
1,620,100.0,100.27,-0.27,5.76,5.76,0.022,1586,3,0
1,630,100.0,100.27,-0.27,5.72,5.72,0.022,1611,3,0
1,640,100.0,100.27,-0.27,5.68,5.68,0.021,1636,3,0
1,650,100.0,100.27,-0.27,5.64,5.64,0.021,1660,3,0
1,660,100.0,96.26,3.74,8.21,8.21,0.052,1686,3,0
1,670,100.0,104.28,-4.28,3.56,3.56,-0.005,1711,3,0
1,680,100.0,100.27,-0.27,5.52,5.52,0.019,1735,3,0
1,690,100.0,96.26,3.74,8.09,8.09,0.05,1761,3,0
1,700,100.0,104.28,-4.28,3.44,3.44,-0.007,1785,3,0
1,710,100.0,96.26,3.74,8.01,8.01,0.05,1811,3,0
1,720,100.0,104.28,-4.28,3.36,3.36,-0.007,1835,3,0
1,730,100.0,96.26,3.74,7.93,7.93,0.049,1860,3,0
1,740,100.0,100.27,-0.27,5.88,5.88,0.023,1885,3,0
1,750,100.0,100.27,-0.27,5.84,5.84,0.023,1910,3,0
1,760,100.0,100.27,-0.27,5.8,5.8,0.022,1935,3,0
1,770,100.0,100.27,-0.27,5.76,5.76,0.022,1960,3,0
1,780,100.0,100.27,-0.27,5.72,5.72,0.021,1985,3,0
1,790,100.0,100.27,-0.27,5.68,5.68,0.021,2010,3,0
1,800,100.0,100.27,-0.27,5.64,5.64,0.021,2035,3,0
1,810,100.0,100.27,-0.27,5.6,5.6,0.02,2060,3,0
1,820,100.0,100.27,-0.27,5.56,5.56,0.02,2085,3,0
1,830,100.0,100.27,-0.27,5.52,5.52,0.02,2109,3,0
1,840,100.0,96.26,3.74,8.09,8.09,0.05,2135,3,0
1,850,100.0,104.28,-4.28,3.44,3.44,-0.006,2159,3,0
1,860,100.0,96.26,3.74,8.01,8.01,0.05,2184,3,0
1,870,100.0,100.27,-0.27,5.96,5.96,0.024,2210,3,0
1,880,100.0,104.28,-4.28,3.32,3.32,-0.008,2234,3,0
1,890,100.0,96.26,3.74,7.89,7.89,0.048,2259,3,0
1,900,100.0,100.27,-0.27,5.84,5.84,0.023,2284,3,0
1,910,100.0,100.27,-0.27,5.8,5.8,0.022,2309,3,0
1,920,100.0,100.27,-0.27,5.76,5.76,0.022,2334,3,0
1,930,100.0,100.27,-0.27,5.72,5.72,0.021,2359,3,0
1,940,100.0,100.27,-0.27,5.68,5.68,0.021,2384,3,0
1,950,100.0,100.27,-0.27,5.64,5.64,0.021,2409,3,0
1,960,100.0,100.27,-0.27,5.6,5.6,0.02,2434,3,0
1,970,100.0,100.27,-0.27,5.56,5.56,0.02,2459,3,0
1,980,100.0,100.27,-0.27,5.52,5.52,0.02,2483,3,0
1,990,100.0,96.26,3.74,8.09,8.09,0.05,2508,3,0
1,1000,100.0,100.27,-0.27,6.04,6.04,0.025,2534,3,0
1,1010,100.0,104.28,-4.28,3.4,3.4,-0.007,2558,3,0
1,1020,100.0,96.26,3.74,7.97,7.97,0.049,2583,3,0
1,1030,100.0,100.27,-0.27,5.92,5.92,0.024,2609,3,0
1,1040,100.0,104.28,-4.28,3.28,3.28,-0.008,2633,3,0
1,1050,100.0,96.26,3.74,7.85,7.85,0.048,2658,3,0
1,1060,100.0,100.27,-0.27,5.8,5.8,0.022,2683,3,0
1,1070,100.0,100.27,-0.27,5.76,5.76,0.022,2708,3,0
1,1080,100.0,100.27,-0.27,5.72,5.72,0.021,2733,3,0
1,1090,100.0,100.27,-0.27,5.68,5.68,0.021,2758,3,0
1,1100,100.0,100.27,-0.27,5.64,5.64,0.021,2783,3,0
1,1110,100.0,100.27,-0.27,5.6,5.6,0.02,2807,3,0
1,1120,100.0,96.26,3.74,8.17,8.17,0.051,2833,3,0
1,1130,100.0,104.28,-4.28,3.52,3.52,-0.006,2858,3,0
1,1140,100.0,100.27,-0.27,5.48,5.48,0.019,2882,3,0
1,1150,100.0,96.26,3.74,8.05,8.05,0.05,2907,3,0
1,1160,100.0,100.27,-0.27,6.0,6.0,0.024,2933,3,0
1,1170,100.0,104.28,-4.28,3.36,3.36,-0.007,2957,3,0
1,1180,100.0,96.26,3.74,7.93,7.93,0.049,2982,3,0
1,1190,100.0,100.27,-0.27,5.88,5.88,0.023,3007,3,0
1,1200,100.0,100.27,-0.27,5.84,5.84,0.023,3033,3,0
1,1210,100.0,104.28,-4.28,3.2,3.2,-0.009,3057,3,0
1,1220,100.0,96.26,3.74,7.77,7.77,0.047,3082,3,0
1,1230,100.0,100.27,-0.27,5.72,5.72,0.022,3107,3,0
1,1240,100.0,100.27,-0.27,5.68,5.68,0.021,3132,3,0
1,1250,100.0,100.27,-0.27,5.64,5.64,0.021,3156,3,0
1,1260,100.0,96.26,3.74,8.21,8.21,0.052,3182,3,0
1,1270,100.0,104.28,-4.28,3.56,3.56,-0.005,3207,3,0
1,1280,100.0,100.27,-0.27,5.52,5.52,0.019,3231,3,0
1,1290,100.0,96.26,3.74,8.09,8.09,0.05,3257,3,0
1,1300,100.0,104.28,-4.28,3.44,3.44,-0.007,3281,3,0
1,1310,100.0,96.26,3.74,8.01,8.01,0.05,3306,3,0
1,1320,100.0,100.27,-0.27,5.96,5.96,0.024,3332,3,0
1,1330,100.0,104.28,-4.28,3.32,3.32,-0.008,3356,3,0
1,1340,100.0,96.26,3.74,7.89,7.89,0.048,3381,3,0
1,1350,100.0,100.27,-0.27,5.84,5.84,0.023,3406,3,0
1,1360,100.0,100.27,-0.27,5.8,5.8,0.022,3431,3,0
1,1370,100.0,100.27,-0.27,5.76,5.76,0.022,3456,3,0
1,1380,100.0,100.27,-0.27,5.72,5.72,0.021,3481,3,0
1,1390,100.0,100.27,-0.27,5.68,5.68,0.021,3506,3,0
1,1400,100.0,100.27,-0.27,5.64,5.64,0.021,3531,3,0
1,1410,100.0,100.27,-0.27,5.6,5.6,0.02,3556,3,0
1,1420,100.0,100.27,-0.27,5.56,5.56,0.02,3581,3,0
1,1430,100.0,100.27,-0.27,5.52,5.52,0.02,3605,3,0
1,1440,100.0,96.26,3.74,8.09,8.09,0.05,3631,3,0
1,1450,100.0,104.28,-4.28,3.44,3.44,-0.006,3655,3,0
1,1460,100.0,96.26,3.74,8.01,8.01,0.05,3680,3,0
1,1470,100.0,100.27,-0.27,5.96,5.96,0.024,3706,3,0
1,1480,100.0,104.28,-4.28,3.32,3.32,-0.008,3730,3,0
1,1490,100.0,96.26,3.74,7.89,7.89,0.048,3755,3,0
1,1500,100.0,100.27,-0.27,5.84,5.84,0.023,3780,3,0
1,1510,100.0,100.27,-0.27,5.8,5.8,0.022,3805,3,0
1,1520,100.0,100.27,-0.27,5.76,5.76,0.022,3830,3,0
1,1530,100.0,100.27,-0.27,5.72,5.72,0.021,3855,3,0
1,1540,100.0,100.27,-0.27,5.68,5.68,0.021,3880,3,0
1,1550,100.0,100.27,-0.27,5.64,5.64,0.021,3905,3,0
1,1560,100.0,100.27,-0.27,5.6,5.6,0.02,3930,3,0
1,1570,100.0,100.27,-0.27,5.56,5.56,0.02,3954,3,0
1,1580,100.0,96.26,3.74,8.13,8.13,0.051,3980,3,0
1,1590,100.0,104.28,-4.28,3.48,3.48,-0.006,4004,3,0
1,1600,100.0,96.26,3.74,8.05,8.05,0.05,4030,3,0
1,1610,100.0,104.28,-4.28,3.4,3.4,-0.007,4054,3,0
1,1620,100.0,96.26,3.74,7.97,7.97,0.049,4079,3,0
1,1630,100.0,100.27,-0.27,5.92,5.92,0.024,4105,3,0
1,1640,100.0,104.28,-4.28,3.28,3.28,-0.008,4129,3,0
1,1650,100.0,96.26,3.74,7.85,7.85,0.048,4154,3,0
1,1660,100.0,100.27,-0.27,5.8,5.8,0.022,4179,3,0
1,1670,100.0,100.27,-0.27,5.76,5.76,0.022,4204,3,0
1,1680,100.0,100.27,-0.27,5.72,5.72,0.021,4229,3,0
1,1690,100.0,100.27,-0.27,5.68,5.68,0.021,4254,3,0
1,1700,100.0,100.27,-0.27,5.64,5.64,0.021,4279,3,0
1,1710,100.0,100.27,-0.27,5.6,5.6,0.02,4303,3,0
1,1720,100.0,96.26,3.74,8.17,8.17,0.051,4329,3,0
1,1730,100.0,104.28,-4.28,3.52,3.52,-0.006,4353,3,0
1,1740,100.0,96.26,3.74,8.09,8.09,0.05,4379,3,0
1,1750,100.0,104.28,-4.28,3.44,3.44,-0.007,4403,3,0
1,1760,100.0,96.26,3.74,8.01,8.01,0.049,4429,3,0
1,1770,100.0,104.28,-4.28,3.36,3.36,-0.007,4453,3,0
1,1780,100.0,96.26,3.74,7.93,7.93,0.049,4478,3,0
1,1790,100.0,100.27,-0.27,5.88,5.88,0.023,4503,3,0
1,1800,100.0,100.27,-0.27,5.84,5.84,0.023,4529,3,0
1,1810,100.0,104.28,-4.28,3.2,3.2,-0.009,4553,3,0
1,1820,100.0,96.26,3.74,7.77,7.77,0.047,4578,3,0
1,1830,100.0,100.27,-0.27,5.72,5.72,0.022,4603,3,0
1,1840,100.0,100.27,-0.27,5.68,5.68,0.021,4628,3,0
1,1850,100.0,100.27,-0.27,5.64,5.64,0.021,4652,3,0
1,1860,100.0,96.26,3.74,8.21,8.21,0.052,4678,3,0
1,1870,100.0,104.28,-4.28,3.56,3.56,-0.005,4703,3,0
1,1880,100.0,100.27,-0.27,5.52,5.52,0.019,4727,3,0
1,1890,100.0,96.26,3.74,8.09,8.09,0.05,4753,3,0
1,1900,100.0,104.28,-4.28,3.44,3.44,-0.007,4777,3,0
1,1910,100.0,96.26,3.74,8.01,8.01,0.05,4802,3,0
1,1920,100.0,100.27,-0.27,5.96,5.96,0.024,4828,3,0
1,1930,100.0,104.28,-4.28,3.32,3.32,-0.008,4852,3,0
1,1940,100.0,96.26,3.74,7.89,7.89,0.048,4877,3,0
1,1950,100.0,100.27,-0.27,5.84,5.84,0.023,4902,3,0
1,1960,100.0,100.27,-0.27,5.8,5.8,0.022,4927,3,0
1,1970,100.0,100.27,-0.27,5.76,5.76,0.022,4952,3,0
1,1980,100.0,100.27,-0.27,5.72,5.72,0.021,4977,3,0
1,1990,100.0,100.27,-0.27,5.68,5.68,0.021,5002,3,0
1,2000,100.0,100.27,-0.27,5.64,5.64,0.021,5027,3,0
1,2010,100.0,100.27,-0.27,5.6,5.6,0.02,5052,3,0
1,2020,100.0,100.27,-0.27,5.56,5.56,0.02,5077,3,0
1,2030,100.0,100.27,-0.27,5.52,5.52,0.02,5101,3,0
1,2040,100.0,96.26,3.74,8.09,8.09,0.05,5127,3,0
1,2050,100.0,104.28,-4.28,3.44,3.44,-0.006,5151,3,0
1,2060,100.0,96.26,3.74,8.01,8.01,0.05,5176,3,0
1,2070,100.0,100.27,-0.27,5.96,5.96,0.024,5201,3,0
1,2080,100.0,100.27,-0.27,5.92,5.92,0.023,5227,3,0
1,2090,100.0,104.28,-4.28,3.28,3.28,-0.008,5251,3,0
1,2100,100.0,96.26,3.74,7.85,7.85,0.048,5276,3,0
1,2110,100.0,100.27,-0.27,5.8,5.8,0.022,5301,3,0
1,2120,100.0,100.27,-0.27,5.76,5.76,0.022,5326,3,0
1,2130,100.0,100.27,-0.27,5.72,5.72,0.021,5351,3,0
1,2140,100.0,100.27,-0.27,5.68,5.68,0.021,5376,3,0
1,2150,100.0,100.27,-0.27,5.64,5.64,0.021,5401,3,0
1,2160,100.0,100.27,-0.27,5.6,5.6,0.02,5426,3,0
1,2170,100.0,100.27,-0.27,5.56,5.56,0.02,5450,3,0
1,2180,100.0,96.26,3.74,8.13,8.13,0.051,5476,3,0
1,2190,100.0,104.28,-4.28,3.48,3.48,-0.006,5500,3,0
1,2200,100.0,96.26,3.74,8.05,8.05,0.05,5526,3,0
1,2210,100.0,104.28,-4.28,3.4,3.4,-0.007,5550,3,0
1,2220,100.0,96.26,3.74,7.97,7.97,0.049,5575,3,0
1,2230,100.0,100.27,-0.27,5.92,5.92,0.024,5600,3,0
1,2240,100.0,100.27,-0.27,5.88,5.88,0.023,5626,3,0
1,2250,100.0,104.28,-4.28,3.24,3.24,-0.009,5650,3,0
1,2260,100.0,96.26,3.74,7.81,7.81,0.047,5675,3,0
1,2270,100.0,100.27,-0.27,5.76,5.76,0.022,5700,3,0
1,2280,100.0,100.27,-0.27,5.72,5.72,0.022,5725,3,0
1,2290,100.0,100.27,-0.27,5.68,5.68,0.021,5750,3,0
1,2300,100.0,100.27,-0.27,5.64,5.64,0.021,5775,3,0
1,2310,100.0,100.27,-0.27,5.6,5.6,0.02,5799,3,0
1,2320,100.0,96.26,3.74,8.17,8.17,0.051,5825,3,0
1,2330,100.0,104.28,-4.28,3.52,3.52,-0.006,5849,3,0
1,2340,100.0,96.26,3.74,8.09,8.09,0.05,5875,3,0
1,2350,100.0,104.28,-4.28,3.44,3.44,-0.007,5899,3,0
1,2360,100.0,96.26,3.74,8.01,8.01,0.049,5925,3,0
1,2370,100.0,104.28,-4.28,3.36,3.36,-0.007,5949,3,0
1,2380,100.0,96.26,3.74,7.93,7.93,0.049,5974,3,0
1,2390,100.0,100.27,-0.27,5.88,5.88,0.023,5999,3,0
1,2400,100.0,100.27,-0.27,5.84,5.84,0.023,6024,3,0
1,2410,100.0,100.27,-0.27,5.8,5.8,0.022,6050,3,0
1,2420,100.0,104.28,-4.28,3.16,3.16,-0.01,6074,3,0
1,2430,100.0,96.26,3.74,7.73,7.73,0.047,6099,3,0
1,2440,100.0,100.27,-0.27,5.68,5.68,0.021,6124,3,0
1,2450,100.0,100.27,-0.27,5.64,5.64,0.021,6148,3,0
1,2460,100.0,96.26,3.74,8.21,8.21,0.052,6174,3,0
1,2470,100.0,104.28,-4.28,3.56,3.56,-0.005,6199,3,0
1,2480,100.0,100.27,-0.27,5.52,5.52,0.019,6223,3,0
1,2490,100.0,96.26,3.74,8.09,8.09,0.05,6248,3,0
1,2500,100.0,100.27,-0.27,6.04,6.04,0.025,6274,3,0
1,2510,100.0,104.28,-4.28,3.4,3.4,-0.007,6298,3,0
1,2520,100.0,96.26,3.74,7.97,7.97,0.049,6324,3,0
1,2530,100.0,104.28,-4.28,3.32,3.32,-0.008,6348,3,0
1,2540,100.0,96.26,3.74,7.89,7.89,0.048,6373,3,0
1,2550,100.0,100.27,-0.27,5.84,5.84,0.023,6398,3,0
1,2560,100.0,100.27,-0.27,5.8,5.8,0.022,6423,3,0
1,2570,100.0,100.27,-0.27,5.76,5.76,0.022,6448,3,0
1,2580,100.0,100.27,-0.27,5.72,5.72,0.021,6473,3,0
1,2590,100.0,100.27,-0.27,5.68,5.68,0.021,6498,3,0
1,2600,100.0,100.27,-0.27,5.64,5.64,0.021,6523,3,0
1,2610,100.0,100.27,-0.27,5.6,5.6,0.02,6548,3,0
1,2620,100.0,100.27,-0.27,5.56,5.56,0.02,6573,3,0
1,2630,100.0,100.27,-0.27,5.52,5.52,0.02,6597,3,0
1,2640,100.0,96.26,3.74,8.09,8.09,0.05,6622,3,0
1,2650,100.0,100.27,-0.27,6.04,6.04,0.025,6648,3,0
1,2660,100.0,104.28,-4.28,3.4,3.4,-0.007,6672,3,0
1,2670,100.0,96.26,3.74,7.97,7.97,0.049,6698,3,0
1,2680,100.0,104.28,-4.28,3.32,3.32,-0.008,6722,3,0
1,2690,100.0,96.26,3.74,7.89,7.89,0.048,6747,3,0
1,2700,100.0,100.27,-0.27,5.84,5.84,0.023,6772,3,0
1,2710,100.0,100.27,-0.27,5.8,5.8,0.022,6797,3,0
1,2720,100.0,100.27,-0.27,5.76,5.76,0.022,6822,3,0
1,2730,100.0,100.27,-0.27,5.72,5.72,0.021,6847,3,0
1,2740,100.0,100.27,-0.27,5.68,5.68,0.021,6872,3,0
1,2750,100.0,100.27,-0.27,5.64,5.64,0.021,6897,3,0
1,2760,100.0,100.27,-0.27,5.6,5.6,0.02,6921,3,0
1,2770,100.0,96.26,3.74,8.17,8.17,0.051,6947,3,0
1,2780,100.0,104.28,-4.28,3.52,3.52,-0.006,6972,3,0
1,2790,100.0,100.27,-0.27,5.48,5.48,0.019,6996,3,0
1,2800,100.0,96.26,3.74,8.05,8.05,0.05,7022,3,0
1,2810,100.0,104.28,-4.28,3.4,3.4,-0.007,7046,3,0
1,2820,100.0,96.26,3.74,7.97,7.97,0.049,7071,3,0
1,2830,100.0,100.27,-0.27,5.92,5.92,0.024,7096,3,0
1,2840,100.0,100.27,-0.27,5.88,5.88,0.023,7122,3,0
1,2850,100.0,104.28,-4.28,3.24,3.24,-0.009,7146,3,0
1,2860,100.0,96.26,3.74,7.81,7.81,0.047,7171,3,0
1,2870,100.0,100.27,-0.27,5.76,5.76,0.022,7196,3,0
1,2880,100.0,100.27,-0.27,5.72,5.72,0.022,7221,3,0
1,2890,100.0,100.27,-0.27,5.68,5.68,0.021,7246,3,0
1,2900,100.0,100.27,-0.27,5.64,5.64,0.021,7270,3,0
1,2910,100.0,96.26,3.74,8.21,8.21,0.052,7296,3,0
1,2920,100.0,104.28,-4.28,3.56,3.56,-0.005,7321,3,0
1,2930,100.0,100.27,-0.27,5.52,5.52,0.019,7345,3,0
1,2940,100.0,96.26,3.74,8.09,8.09,0.05,7371,3,0
1,2950,100.0,104.28,-4.28,3.44,3.44,-0.007,7395,3,0
1,2960,100.0,96.26,3.74,8.01,8.01,0.05,7421,3,0
1,2970,100.0,104.28,-4.28,3.36,3.36,-0.007,7445,3,0
1,2980,100.0,96.26,3.74,7.93,7.93,0.049,7470,3,0
1,2990,100.0,100.27,-0.27,5.88,5.88,0.023,7495,3,0
1,3000,100.0,100.27,-0.27,5.84,5.84,0.023,7520,3,0
1,3010,100.0,100.27,-0.27,5.8,5.8,0.022,7545,3,0
1,3020,100.0,100.27,-0.27,5.76,5.76,0.022,7570,3,0
1,3030,100.0,100.27,-0.27,5.72,5.72,0.021,7595,3,0
1,3040,100.0,100.27,-0.27,5.68,5.68,0.021,7620,3,0
1,3050,100.0,100.27,-0.27,5.64,5.64,0.021,7645,3,0
1,3060,100.0,100.27,-0.27,5.6,5.6,0.02,7670,3,0
1,3070,100.0,100.27,-0.27,5.56,5.56,0.02,7695,3,0
1,3080,100.0,100.27,-0.27,5.52,5.52,0.019,7719,3,0
1,3090,100.0,96.26,3.74,8.09,8.09,0.05,7745,3,0
1,3100,100.0,104.28,-4.28,3.44,3.44,-0.006,7769,3,0
1,3110,100.0,96.26,3.74,8.01,8.01,0.05,7795,3,0
1,3120,100.0,104.28,-4.28,3.36,3.36,-0.007,7819,3,0
1,3130,100.0,96.26,3.74,7.93,7.93,0.049,7844,3,0
1,3140,100.0,100.27,-0.27,5.88,5.88,0.023,7869,3,0
1,3150,100.0,100.27,-0.27,5.84,5.84,0.023,7894,3,0
1,3160,100.0,100.27,-0.27,5.8,5.8,0.022,7919,3,0
1,3170,100.0,100.27,-0.27,5.76,5.76,0.022,7944,3,0
1,3180,100.0,100.27,-0.27,5.72,5.72,0.021,7969,3,0
1,3190,100.0,100.27,-0.27,5.68,5.68,0.021,7994,3,0
1,3200,100.0,100.27,-0.27,5.64,5.64,0.021,8019,3,0
1,3210,100.0,100.27,-0.27,5.6,5.6,0.02,8044,3,0
1,3220,100.0,100.27,-0.27,5.56,5.56,0.02,8068,3,0
1,3230,100.0,96.26,3.74,8.13,8.13,0.051,8094,3,0
1,3240,100.0,104.28,-4.28,3.48,3.48,-0.006,8118,3,0
1,3250,100.0,96.26,3.74,8.05,8.05,0.05,8144,3,0
1,3260,100.0,104.28,-4.28,3.4,3.4,-0.007,8168,3,0
1,3270,100.0,96.26,3.74,7.97,7.97,0.049,8193,3,0
1,3280,100.0,100.27,-0.27,5.92,5.92,0.024,8219,3,0
1,3290,100.0,104.28,-4.28,3.28,3.28,-0.008,8243,3,0
1,3300,100.0,96.26,3.74,7.85,7.85,0.048,8268,3,0
1,3310,100.0,100.27,-0.27,5.8,5.8,0.022,8293,3,0
1,3320,100.0,100.27,-0.27,5.76,5.76,0.022,8318,3,0
1,3330,100.0,100.27,-0.27,5.72,5.72,0.021,8343,3,0
1,3340,100.0,100.27,-0.27,5.68,5.68,0.021,8368,3,0
1,3350,100.0,100.27,-0.27,5.64,5.64,0.021,8393,3,0
1,3360,100.0,100.27,-0.27,5.6,5.6,0.02,8417,3,0
1,3370,100.0,96.26,3.74,8.17,8.17,0.051,8443,3,0
1,3380,100.0,104.28,-4.28,3.52,3.52,-0.006,8468,3,0
1,3390,100.0,100.27,-0.27,5.48,5.48,0.019,8492,3,0
1,3400,100.0,96.26,3.74,8.05,8.05,0.05,8517,3,0
1,3410,100.0,100.27,-0.27,6.0,6.0,0.024,8543,3,0
1,3420,100.0,104.28,-4.28,3.36,3.36,-0.007,8567,3,0
1,3430,100.0,96.26,3.74,7.93,7.93,0.049,8592,3,0
1,3440,100.0,100.27,-0.27,5.88,5.88,0.023,8618,3,0
1,3450,100.0,104.28,-4.28,3.24,3.24,-0.009,8642,3,0
1,3460,100.0,96.26,3.74,7.81,7.81,0.048,8667,3,0
1,3470,100.0,100.27,-0.27,5.76,5.76,0.022,8692,3,0
1,3480,100.0,100.27,-0.27,5.72,5.72,0.022,8717,3,0
1,3490,100.0,100.27,-0.27,5.68,5.68,0.021,8742,3,0
1,3500,100.0,100.27,-0.27,5.64,5.64,0.021,8766,3,0
1,3510,100.0,96.26,3.74,8.21,8.21,0.052,8792,3,0
1,3520,100.0,104.28,-4.28,3.56,3.56,-0.005,8817,3,0
1,3530,100.0,100.27,-0.27,5.52,5.52,0.019,8841,3,0
1,3540,100.0,96.26,3.74,8.09,8.09,0.05,8867,3,0
1,3550,100.0,104.28,-4.28,3.44,3.44,-0.007,8891,3,0
1,3560,100.0,96.26,3.74,8.01,8.01,0.05,8916,3,0
1,3570,100.0,100.27,-0.27,5.96,5.96,0.024,8942,3,0
1,3580,100.0,104.28,-4.28,3.32,3.32,-0.008,8966,3,0
1,3590,100.0,96.26,3.74,7.89,7.89,0.048,8991,3,0
1,3600,100.0,100.27,-0.27,5.84,5.84,0.023,9016,3,0
1,3610,100.0,100.27,-0.27,5.8,5.8,0.022,9041,3,0
1,3620,100.0,100.27,-0.27,5.76,5.76,0.022,9066,3,0
1,3630,100.0,100.27,-0.27,5.72,5.72,0.021,9091,3,0
1,3640,100.0,100.27,-0.27,5.68,5.68,0.021,9116,3,0
1,3650,100.0,100.27,-0.27,5.64,5.64,0.021,9141,3,0
1,3660,100.0,100.27,-0.27,5.6,5.6,0.02,9166,3,0
1,3670,100.0,100.27,-0.27,5.56,5.56,0.02,9191,3,0
1,3680,100.0,100.27,-0.27,5.52,5.52,0.02,9215,3,0
1,3690,100.0,96.26,3.74,8.09,8.09,0.05,9241,3,0
1,3700,100.0,104.28,-4.28,3.44,3.44,-0.006,9265,3,0
1,3710,100.0,96.26,3.74,8.01,8.01,0.05,9290,3,0
1,3720,100.0,100.27,-0.27,5.96,5.96,0.024,9316,3,0
1,3730,100.0,104.28,-4.28,3.32,3.32,-0.008,9340,3,0
1,3740,100.0,96.26,3.74,7.89,7.89,0.048,9365,3,0
1,3750,100.0,100.27,-0.27,5.84,5.84,0.023,9390,3,0
1,3760,100.0,100.27,-0.27,5.8,5.8,0.022,9415,3,0
1,3770,100.0,100.27,-0.27,5.76,5.76,0.022,9440,3,0
1,3780,100.0,100.27,-0.27,5.72,5.72,0.021,9465,3,0
1,3790,100.0,100.27,-0.27,5.68,5.68,0.021,9490,3,0
1,3800,100.0,100.27,-0.27,5.64,5.64,0.021,9515,3,0
