run_id,load_level_id,timestamp_ms,target_rpm,raw_encoder_count,raw_speed_rpm,filtered_speed_rpm,pwm_duty_percent,current_a,applied_force_n,estimated_external_torque_nm,disturbance_state,system_state,fault_flags
1,L0,1880,150.0,7054,148.4,149.73,9.59,0.045,0.0,0.0,0,3,0
1,L0,1890,150.0,7091,148.4,149.73,9.83,0.047,0.0,0.0,0,3,0
1,L0,1900,150.0,7129,152.41,149.73,7.46,0.018,0.0,0.0,0,3,0
1,L0,1910,150.0,7166,148.4,149.73,9.71,0.046,0.0,0.0,0,3,0
1,L0,1920,150.0,7204,152.41,151.07,7.34,0.017,0.0,0.0,0,3,0
1,L0,1930,150.0,7241,148.4,149.73,9.59,0.045,0.0,0.0,0,3,0
1,L0,1940,150.0,7278,148.4,149.73,9.83,0.047,0.0,0.0,0,3,0
1,L0,1950,150.0,7316,152.41,149.73,7.46,0.018,0.0,0.0,0,3,0
1,L0,1960,150.0,7353,148.4,149.73,9.71,0.046,0.0,0.0,0,3,0
1,L0,1970,150.0,7390,148.4,149.73,9.95,0.048,0.0,0.0,0,3,0
1,L0,1980,150.0,7428,152.41,149.73,7.58,0.02,0.0,0.0,0,3,0
1,L0,1990,150.0,7466,152.41,151.07,7.22,0.016,0.0,0.0,0,3,0
1,L0,2000,150.0,7503,148.4,151.07,9.47,0.044,0.0,0.0,0,3,0
1,L0,2010,150.0,7540,148.4,149.73,9.71,0.046,0.0,0.0,0,3,0
1,L0,2020,150.0,7577,148.4,148.4,9.95,0.049,0.0,0.0,0,3,0
1,L0,2030,150.0,7615,152.41,149.73,7.58,0.02,0.0,0.0,0,3,0
1,L0,2040,150.0,7653,152.41,151.07,7.22,0.016,0.0,0.0,0,3,0
1,L0,2050,150.0,7690,148.4,151.07,9.47,0.044,0.0,0.0,0,3,0
1,L0,2060,150.0,7727,148.4,149.73,9.71,0.046,0.0,0.0,0,3,0
1,L0,2070,150.0,7764,148.4,148.4,9.95,0.049,0.0,0.0,0,3,0
1,L0,2080,150.0,7802,152.41,149.73,7.58,0.02,0.0,0.0,0,3,0
1,L0,2090,150.0,7839,148.4,149.73,9.83,0.047,0.0,0.0,0,3,0
1,L0,2100,150.0,7877,152.41,151.07,7.46,0.018,0.0,0.0,0,3,0
1,L0,2110,150.0,7914,148.4,149.73,9.71,0.046,0.0,0.0,0,3,0
1,L0,2120,150.0,7952,152.41,151.07,7.34,0.017,0.0,0.0,0,3,0
1,L0,2130,150.0,7989,148.4,149.73,9.59,0.045,0.0,0.0,0,3,0
1,L0,2140,150.0,8026,148.4,149.73,9.83,0.047,0.0,0.0,0,3,0
1,L0,2150,150.0,8064,152.41,149.73,7.46,0.018,0.0,0.0,0,3,0
1,L0,2160,150.0,8101,148.4,149.73,9.71,0.046,0.0,0.0,0,3,0
1,L0,2170,150.0,8139,152.41,151.07,7.34,0.017,0.0,0.0,0,3,0
1,L0,2180,150.0,8176,148.4,149.73,9.59,0.045,0.0,0.0,0,3,0
1,L0,2190,150.0,8213,148.4,149.73,9.83,0.047,0.0,0.0,0,3,0
1,L0,2200,150.0,8251,152.41,149.73,7.46,0.018,0.0,0.0,0,3,0
1,L0,2210,150.0,8288,148.4,149.73,9.71,0.046,0.0,0.0,0,3,0
1,L0,2220,150.0,8326,152.41,151.07,7.34,0.017,0.0,0.0,0,3,0
1,L0,2230,150.0,8363,148.4,149.73,9.59,0.045,0.0,0.0,0,3,0
1,L0,2240,150.0,8400,148.4,149.73,9.83,0.047,0.0,0.0,0,3,0
1,L0,2250,150.0,8438,152.41,149.73,7.46,0.018,0.0,0.0,0,3,0
1,L0,2260,150.0,8475,148.4,149.73,9.71,0.046,0.0,0.0,0,3,0
1,L0,2270,150.0,8513,152.41,151.07,7.34,0.017,0.0,0.0,0,3,0
1,L0,2280,150.0,8550,148.4,149.73,9.59,0.045,0.0,0.0,0,3,0
1,L0,2290,150.0,8587,148.4,149.73,9.83,0.047,0.0,0.0,0,3,0
1,L0,2300,150.0,8625,152.41,149.73,7.46,0.018,0.0,0.0,0,3,0
1,L0,2310,150.0,8662,148.4,149.73,9.71,0.046,0.0,0.0,0,3,0
1,L0,2320,150.0,8700,152.41,151.07,7.34,0.017,0.0,0.0,0,3,0
1,L0,2330,150.0,8737,148.4,149.73,9.59,0.045,0.0,0.0,0,3,0
1,L0,2340,150.0,8774,148.4,149.73,9.83,0.047,0.0,0.0,0,3,0
1,L0,2350,150.0,8812,152.41,149.73,7.46,0.018,0.0,0.0,0,3,0
1,L0,2360,150.0,8849,148.4,149.73,9.71,0.046,0.0,0.0,0,3,0
1,L0,2370,150.0,8886,148.4,149.73,9.95,0.049,0.0,0.0,0,3,0
1,L0,2380,150.0,8924,152.41,149.73,7.58,0.02,0.0,0.0,0,3,0
1,L0,2390,150.0,8962,152.41,151.07,7.22,0.016,0.0,0.0,0,3,0
1,L0,2400,150.0,8999,148.4,151.07,9.47,0.044,0.0,0.0,0,3,0
1,L0,2410,150.0,9036,148.4,149.73,9.71,0.046,0.0,0.0,0,3,0
1,L0,2420,150.0,9073,148.4,148.4,9.95,0.049,0.0,0.0,0,3,0
1,L0,2430,150.0,9111,152.41,149.73,7.58,0.02,0.0,0.0,0,3,0
1,L0,2440,150.0,9148,148.4,149.73,9.83,0.047,0.0,0.0,0,3,0
1,L0,2450,150.0,9186,152.41,151.07,7.46,0.018,0.0,0.0,0,3,0
1,L0,2460,150.0,9223,148.4,149.73,9.71,0.046,0.0,0.0,0,3,0
1,L0,2470,150.0,9261,152.41,151.07,7.34,0.017,0.0,0.0,0,3,0
1,L0,2480,150.0,9298,148.4,149.73,9.59,0.045,0.0,0.0,0,3,0
1,L0,2490,150.0,9336,152.41,151.07,7.22,0.016,0.0,0.0,0,3,0
1,L0,2500,150.0,9373,148.4,149.73,9.47,0.044,0.0,0.0,0,3,0
1,L0,2510,150.0,9410,148.4,149.73,9.71,0.046,0.0,0.0,0,3,0
1,L0,2520,150.0,9447,148.4,148.4,9.95,0.049,0.0,0.0,0,3,0
1,L0,2530,150.0,9485,152.41,149.73,7.58,0.02,0.0,0.0,0,3,0
1,L0,2540,150.0,9522,148.4,149.73,9.83,0.047,0.0,0.0,0,3,0
1,L0,2550,150.0,9560,152.41,151.07,7.46,0.018,0.0,0.0,0,3,0
1,L0,2560,150.0,9597,148.4,149.73,9.71,0.046,0.0,0.0,0,3,0
1,L0,2570,150.0,9635,152.41,151.07,7.34,0.017,0.0,0.0,0,3,0
1,L0,2580,150.0,9672,148.4,149.73,9.59,0.045,0.0,0.0,0,3,0
1,L0,2590,150.0,9709,148.4,149.73,9.83,0.047,0.0,0.0,0,3,0
1,L0,2600,150.0,9747,152.41,149.73,7.46,0.018,0.0,0.0,0,3,0
1,L0,2610,150.0,9784,148.4,149.73,9.71,0.046,0.0,0.0,0,3,0
1,L0,2620,150.0,9822,152.41,151.07,7.34,0.017,0.0,0.0,0,3,0
1,L0,2630,150.0,9859,148.4,149.73,9.59,0.045,0.0,0.0,0,3,0
1,L0,2640,150.0,9896,148.4,149.73,9.83,0.047,0.0,0.0,0,3,0
1,L0,2650,150.0,9934,152.41,149.73,7.46,0.018,0.0,0.0,0,3,0
1,L0,2660,150.0,9971,148.4,149.73,9.71,0.046,0.0,0.0,0,3,0
1,L0,2670,150.0,10009,152.41,151.07,7.34,0.017,0.0,0.0,0,3,0
1,L0,2680,150.0,10046,148.4,149.73,9.59,0.045,0.0,0.0,0,3,0
1,L0,2690,150.0,10083,148.4,149.73,9.83,0.047,0.0,0.0,0,3,0
1,L0,2700,150.0,10121,152.41,149.73,7.46,0.018,0.0,0.0,0,3,0
1,L0,2710,150.0,10158,148.4,149.73,9.71,0.046,0.0,0.0,0,3,0
1,L0,2720,150.0,10195,148.4,149.73,9.95,0.048,0.0,0.0,0,3,0
1,L0,2730,150.0,10233,152.41,149.73,7.58,0.02,0.0,0.0,0,3,0
1,L0,2740,150.0,10271,152.41,151.07,7.22,0.016,0.0,0.0,0,3,0
1,L0,2750,150.0,10308,148.4,151.07,9.47,0.044,0.0,0.0,0,3,0
1,L0,2760,150.0,10345,148.4,149.73,9.71,0.046,0.0,0.0,0,3,0
1,L0,2770,150.0,10382,148.4,148.4,9.95,0.049,0.0,0.0,0,3,0
1,L0,2780,150.0,10420,152.41,149.73,7.58,0.02,0.0,0.0,0,3,0
1,L0,2790,150.0,10458,152.41,151.07,7.22,0.016,0.0,0.0,0,3,0
1,L0,2800,150.0,10495,148.4,151.07,9.47,0.044,0.0,0.0,0,3,0
1,L0,2810,150.0,10532,148.4,149.73,9.71,0.046,0.0,0.0,0,3,0
1,L0,2820,150.0,10569,148.4,148.4,9.95,0.049,0.0,0.0,0,3,0
1,L0,2830,150.0,10607,152.41,149.73,7.58,0.02,0.0,0.0,0,3,0
1,L0,2840,150.0,10644,148.4,149.73,9.83,0.047,0.0,0.0,0,3,0
1,L0,2850,150.0,10682,152.41,151.07,7.46,0.018,0.0,0.0,0,3,0
1,L0,2860,150.0,10719,148.4,149.73,9.71,0.046,0.0,0.0,0,3,0
1,L0,2870,150.0,10757,152.41,151.07,7.34,0.017,0.0,0.0,0,3,0
1,L0,2880,150.0,10794,148.4,149.73,9.59,0.045,0.0,0.0,0,3,0
1,L0,2890,150.0,10832,152.41,151.07,7.22,0.016,0.0,0.0,0,3,0
1,L0,2900,150.0,10869,148.4,149.73,9.47,0.044,0.0,0.0,0,3,0
1,L0,2910,150.0,10906,148.4,149.73,9.71,0.046,0.0,0.0,0,3,0
1,L0,2920,150.0,10943,148.4,148.4,9.95,0.049,0.0,0.0,0,3,0
1,L0,2930,150.0,10981,152.41,149.73,7.58,0.02,0.0,0.0,0,3,0
1,L0,2940,150.0,11018,148.4,149.73,9.83,0.047,0.0,0.0,0,3,0
1,L0,2950,150.0,11056,152.41,151.07,7.46,0.018,0.0,0.0,0,3,0
1,L0,2960,150.0,11093,148.4,149.73,9.71,0.046,0.0,0.0,0,3,0
1,L0,2970,150.0,11131,152.41,151.07,7.34,0.017,0.0,0.0,0,3,0
1,L0,2980,150.0,11168,148.4,149.73,9.59,0.045,0.0,0.0,0,3,0
1,L0,2990,150.0,11205,148.4,149.73,9.83,0.047,0.0,0.0,0,3,0
1,L0,3000,150.0,11243,152.41,149.73,7.46,0.018,0.0,0.0,1,3,0
1,L0,3010,150.0,11280,148.4,149.73,9.71,0.046,0.0,0.0,1,3,0
1,L0,3020,150.0,11318,152.41,151.07,7.34,0.017,0.0,0.0,1,3,0
1,L0,3030,150.0,11355,148.4,149.73,9.59,0.045,0.0,0.0,1,3,0
