timestamp_ms,target_rpm,raw_encoder_count,raw_speed,filtered_speed,error_rpm,pi_output,pwm_duty,current,system_state,fault_flags,disturbance_active,applied_force_n,torque_nm,run_id
7180,150.0,26876,148.4,149.73,0.27,9.59,9.59,0.045,3,0,2,0.0,0.0,1
7190,150.0,26913,148.4,149.73,0.27,9.83,9.83,0.047,3,0,2,0.0,0.0,1
7200,150.0,26951,152.41,149.73,0.27,7.46,7.46,0.018,3,0,2,0.0,0.0,1
7210,150.0,26988,148.4,149.73,0.27,9.71,9.71,0.046,3,0,2,0.0,0.0,1
7220,150.0,27026,152.41,151.07,-1.07,7.34,7.34,0.017,3,0,2,0.0,0.0,1
7230,150.0,27063,148.4,149.73,0.27,9.59,9.59,0.045,3,0,2,0.0,0.0,1
7240,150.0,27100,148.4,149.73,0.27,9.83,9.83,0.047,3,0,2,0.0,0.0,1
7250,150.0,27138,152.41,149.73,0.27,7.46,7.46,0.018,3,0,2,0.0,0.0,1
7260,150.0,27175,148.4,149.73,0.27,9.71,9.71,0.046,3,0,2,0.0,0.0,1
7270,150.0,27213,152.41,151.07,-1.07,7.34,7.34,0.017,3,0,2,0.0,0.0,1
7280,150.0,27250,148.4,149.73,0.27,9.59,9.59,0.045,3,0,2,0.0,0.0,1
7290,150.0,27287,148.4,149.73,0.27,9.83,9.83,0.047,3,0,2,0.0,0.0,1
7300,150.0,27325,152.41,149.73,0.27,7.46,7.46,0.018,3,0,2,0.0,0.0,1
7310,150.0,27362,148.4,149.73,0.27,9.71,9.71,0.046,3,0,2,0.0,0.0,1
7320,150.0,27399,148.4,149.73,0.27,9.95,9.95,0.048,3,0,2,0.0,0.0,1
7330,150.0,27437,152.41,149.73,0.27,7.58,7.58,0.02,3,0,2,0.0,0.0,1
7340,150.0,27475,152.41,151.07,-1.07,7.22,7.22,0.016,3,0,2,0.0,0.0,1
7350,150.0,27512,148.4,151.07,-1.07,9.47,9.47,0.044,3,0,2,0.0,0.0,1
7360,150.0,27549,148.4,149.73,0.27,9.71,9.71,0.046,3,0,2,0.0,0.0,1
7370,150.0,27586,148.4,148.4,1.6,9.95,9.95,0.049,3,0,2,0.0,0.0,1
7380,150.0,27624,152.41,149.73,0.27,7.58,7.58,0.02,3,0,2,0.0,0.0,1
7390,150.0,27662,152.41,151.07,-1.07,7.22,7.22,0.016,3,0,2,0.0,0.0,1
7400,150.0,27699,148.4,151.07,-1.07,9.47,9.47,0.044,3,0,2,0.0,0.0,1
7410,150.0,27736,148.4,149.73,0.27,9.71,9.71,0.046,3,0,2,0.0,0.0,1
7420,150.0,27773,148.4,148.4,1.6,9.95,9.95,0.049,3,0,2,0.0,0.0,1
7430,150.0,27811,152.41,149.73,0.27,7.58,7.58,0.02,3,0,2,0.0,0.0,1
7440,150.0,27849,152.41,151.07,-1.07,7.22,7.22,0.016,3,0,2,0.0,0.0,1
7450,150.0,27886,148.4,151.07,-1.07,9.47,9.47,0.044,3,0,2,0.0,0.0,1
7460,150.0,27923,148.4,149.73,0.27,9.71,9.71,0.046,3,0,2,0.0,0.0,1
7470,150.0,27960,148.4,148.4,1.6,9.95,9.95,0.049,3,0,2,0.0,0.0,1
7480,150.0,27998,152.41,149.73,0.27,7.58,7.58,0.02,3,0,2,0.0,0.0,1
7490,150.0,28035,148.4,149.73,0.27,9.83,9.83,0.047,3,0,2,0.0,0.0,1
7500,150.0,28073,152.41,151.07,-1.07,7.46,7.46,0.018,3,0,2,0.0,0.0,1
7510,150.0,28110,148.4,149.73,0.27,9.71,9.71,0.046,3,0,2,0.0,0.0,1
7520,150.0,28148,152.41,151.07,-1.07,7.34,7.34,0.017,3,0,2,0.0,0.0,1
7530,150.0,28185,148.4,149.73,0.27,9.59,9.59,0.045,3,0,2,0.0,0.0,1
7540,150.0,28222,148.4,149.73,0.27,9.83,9.83,0.047,3,0,2,0.0,0.0,1
7550,150.0,28260,152.41,149.73,0.27,7.46,7.46,0.018,3,0,2,0.0,0.0,1
7560,150.0,28297,148.4,149.73,0.27,9.71,9.71,0.046,3,0,2,0.0,0.0,1
7570,150.0,28335,152.41,151.07,-1.07,7.34,7.34,0.017,3,0,2,0.0,0.0,1
7580,150.0,28372,148.4,149.73,0.27,9.59,9.59,0.045,3,0,2,0.0,0.0,1
7590,150.0,28409,148.4,149.73,0.27,9.83,9.83,0.047,3,0,2,0.0,0.0,1
7600,150.0,28447,152.41,149.73,0.27,7.46,7.46,0.018,3,0,2,0.0,0.0,1
7610,150.0,28484,148.4,149.73,0.27,9.71,9.71,0.046,3,0,2,0.0,0.0,1
7620,150.0,28522,152.41,151.07,-1.07,7.34,7.34,0.017,3,0,2,0.0,0.0,1
7630,150.0,28559,148.4,149.73,0.27,9.59,9.59,0.045,3,0,2,0.0,0.0,1
7640,150.0,28596,148.4,149.73,0.27,9.83,9.83,0.047,3,0,2,0.0,0.0,1
7650,150.0,28634,152.41,149.73,0.27,7.46,7.46,0.018,3,0,2,0.0,0.0,1
7660,150.0,28671,148.4,149.73,0.27,9.71,9.71,0.046,3,0,2,0.0,0.0,1
7670,150.0,28709,152.41,151.07,-1.07,7.34,7.34,0.017,3,0,2,0.0,0.0,1
7680,150.0,28746,148.4,149.73,0.27,9.59,9.59,0.045,3,0,2,0.0,0.0,1
7690,150.0,28783,148.4,149.73,0.27,9.83,9.83,0.047,3,0,2,0.0,0.0,1
7700,150.0,28821,152.41,149.73,0.27,7.46,7.46,0.018,3,0,2,0.0,0.0,1
7710,150.0,28858,148.4,149.73,0.27,9.71,9.71,0.046,3,0,2,0.0,0.0,1
7720,150.0,28895,148.4,149.73,0.27,9.95,9.95,0.049,3,0,2,0.0,0.0,1
7730,150.0,28933,152.41,149.73,0.27,7.58,7.58,0.02,3,0,2,0.0,0.0,1
7740,150.0,28971,152.41,151.07,-1.07,7.22,7.22,0.016,3,0,2,0.0,0.0,1
7750,150.0,29008,148.4,151.07,-1.07,9.47,9.47,0.044,3,0,2,0.0,0.0,1
7760,150.0,29045,148.4,149.73,0.27,9.71,9.71,0.046,3,0,2,0.0,0.0,1
7770,150.0,29082,148.4,148.4,1.6,9.95,9.95,0.049,3,0,2,0.0,0.0,1
7780,150.0,29120,152.41,149.73,0.27,7.58,7.58,0.02,3,0,2,0.0,0.0,1
7790,150.0,29158,152.41,151.07,-1.07,7.22,7.22,0.016,3,0,2,0.0,0.0,1
7800,150.0,29195,148.4,151.07,-1.07,9.47,9.47,0.044,3,0,2,0.0,0.0,1
7810,150.0,29232,148.4,149.73,0.27,9.71,9.71,0.046,3,0,2,0.0,0.0,1
7820,150.0,29269,148.4,148.4,1.6,9.95,9.95,0.049,3,0,2,0.0,0.0,1
7830,150.0,29307,152.41,149.73,0.27,7.58,7.58,0.02,3,0,2,0.0,0.0,1
7840,150.0,29344,148.4,149.73,0.27,9.83,9.83,0.047,3,0,2,0.0,0.0,1
7850,150.0,29382,152.41,151.07,-1.07,7.46,7.46,0.018,3,0,2,0.0,0.0,1
7860,150.0,29419,148.4,149.73,0.27,9.71,9.71,0.046,3,0,2,0.0,0.0,1
7870,150.0,29457,152.41,151.07,-1.07,7.34,7.34,0.017,3,0,2,0.0,0.0,1
7880,150.0,29494,148.4,149.73,0.27,9.59,9.59,0.045,3,0,2,0.0,0.0,1
7890,150.0,29532,152.41,151.07,-1.07,7.22,7.22,0.016,3,0,2,0.0,0.0,1
7900,150.0,29568,144.39,148.4,1.6,12.07,12.07,0.075,3,0,2,0.0,0.0,1
7910,150.0,29606,152.41,149.73,0.27,7.7,7.7,0.021,3,0,2,0.0,0.0,1
7920,150.0,29644,152.41,149.73,0.27,7.34,7.34,0.017,3,0,2,0.0,0.0,1
7930,150.0,29681,148.4,151.07,-1.07,9.59,9.59,0.045,3,0,2,0.0,0.0,1
7940,150.0,29718,148.4,149.73,0.27,9.83,9.83,0.047,3,0,2,0.0,0.0,1
7950,150.0,29756,152.41,149.73,0.27,7.46,7.46,0.018,3,0,2,0.0,0.0,1
7960,150.0,29793,148.4,149.73,0.27,9.71,9.71,0.046,3,0,2,0.0,0.0,1
7970,150.0,29831,152.41,151.07,-1.07,7.34,7.34,0.017,3,0,2,0.0,0.0,1
7980,150.0,29868,148.4,149.73,0.27,9.59,9.59,0.045,3,0,2,0.0,0.0,1
7990,150.0,29905,148.4,149.73,0.27,9.83,9.83,0.047,3,0,2,0.0,0.0,1
8000,150.0,29943,152.41,149.73,0.27,7.46,7.46,0.018,3,0,2,0.0,0.0,1
8010,150.0,29980,148.4,149.73,0.27,9.71,9.71,0.046,3,0,2,0.0,0.0,1
8020,150.0,30018,152.41,151.07,-1.07,7.34,7.34,0.017,3,0,2,0.0,0.0,1
8030,150.0,30055,148.4,149.73,0.27,9.59,9.59,0.045,3,0,2,0.0,0.0,1
8040,150.0,30092,148.4,149.73,0.27,9.83,9.83,0.047,3,0,2,0.0,0.0,1
8050,150.0,30130,152.41,149.73,0.27,7.46,7.46,0.018,3,0,2,0.0,0.0,1
8060,150.0,30167,148.4,149.73,0.27,9.71,9.71,0.046,3,0,2,0.0,0.0,1
8070,150.0,30205,152.41,151.07,-1.07,7.34,7.34,0.017,3,0,2,0.0,0.0,1
8080,150.0,30242,148.4,149.73,0.27,9.59,9.59,0.045,3,0,2,0.0,0.0,1
8090,150.0,30279,148.4,149.73,0.27,9.83,9.83,0.047,3,0,2,0.0,0.0,1
8100,150.0,30317,152.41,149.73,0.27,7.46,7.46,0.018,3,0,2,0.0,0.0,1
8110,150.0,30354,148.4,149.73,0.27,9.71,9.71,0.046,3,0,2,0.0,0.0,1
8120,150.0,30391,148.4,149.73,0.27,9.95,9.95,0.049,3,0,2,0.0,0.0,1
8130,150.0,30429,152.41,149.73,0.27,7.58,7.58,0.02,3,0,2,0.0,0.0,1
8140,150.0,30467,152.41,151.07,-1.07,7.22,7.22,0.016,3,0,2,0.0,0.0,1
8150,150.0,30504,148.4,151.07,-1.07,9.47,9.47,0.044,3,0,2,0.0,0.0,1
8160,150.0,30541,148.4,149.73,0.27,9.71,9.71,0.046,3,0,2,0.0,0.0,1
8170,150.0,30578,148.4,148.4,1.6,9.95,9.95,0.049,3,0,2,0.0,0.0,1
8180,150.0,30616,152.41,149.73,0.27,7.58,7.58,0.02,3,0,2,0.0,0.0,1
8190,150.0,30653,148.4,149.73,0.27,9.83,9.83,0.047,3,0,2,0.0,0.0,1
8200,150.0,30691,152.41,151.07,-1.07,7.46,7.46,0.018,3,0,2,0.0,0.0,1
8210,150.0,30728,148.4,149.73,0.27,9.71,9.71,0.046,3,0,2,0.0,0.0,1
8220,150.0,30766,152.41,151.07,-1.07,7.34,7.34,0.017,3,0,2,0.0,0.0,1
8230,150.0,30803,148.4,149.73,0.27,9.59,9.59,0.045,3,0,2,0.0,0.0,1
8240,150.0,30841,152.41,151.07,-1.07,7.22,7.22,0.016,3,0,2,0.0,0.0,1
8250,150.0,30878,148.4,149.73,0.27,9.47,9.47,0.044,3,0,2,0.0,0.0,1
8260,150.0,30915,148.4,149.73,0.27,9.71,9.71,0.046,3,0,2,0.0,0.0,1
8270,150.0,30952,148.4,148.4,1.6,9.95,9.95,0.049,3,0,2,0.0,0.0,1
8280,150.0,30990,152.41,149.73,0.27,7.58,7.58,0.02,3,0,2,0.0,0.0,1
8290,150.0,31027,148.4,149.73,0.27,9.83,9.83,0.047,3,0,2,0.0,0.0,1
8300,150.0,31065,152.41,151.07,-1.07,7.46,7.46,0.018,3,0,2,0.0,0.0,1
8310,150.0,31102,148.4,149.73,0.27,9.71,9.71,0.046,3,0,2,0.0,0.0,1
8320,150.0,31140,152.41,151.07,-1.07,7.34,7.34,0.017,3,0,2,0.0,0.0,1
8330,150.0,31177,148.4,149.73,0.27,9.59,9.59,0.045,3,0,2,0.0,0.0,1
8340,150.0,31214,148.4,149.73,0.27,9.83,9.83,0.047,3,0,2,0.0,0.0,1
8350,150.0,31252,152.41,149.73,0.27,7.46,7.46,0.018,3,0,2,0.0,0.0,1
8360,150.0,31289,148.4,149.73,0.27,9.71,9.71,0.046,3,0,2,0.0,0.0,1
8370,150.0,31327,152.41,151.07,-1.07,7.34,7.34,0.017,3,0,2,0.0,0.0,1
8380,150.0,31364,148.4,149.73,0.27,9.59,9.59,0.045,3,0,2,0.0,0.0,1
8390,150.0,31401,148.4,149.73,0.27,9.83,9.83,0.047,3,0,2,0.0,0.0,1
8400,150.0,31439,152.41,149.73,0.27,7.46,7.46,0.018,3,0,2,0.0,0.0,1
8410,150.0,31476,148.4,149.73,0.27,9.71,9.71,0.046,3,0,2,0.0,0.0,1
8420,150.0,31514,152.41,151.07,-1.07,7.34,7.34,0.017,3,0,2,0.0,0.0,1
8430,150.0,31551,148.4,149.73,0.27,9.59,9.59,0.045,3,0,2,0.0,0.0,1
8440,150.0,31588,148.4,149.73,0.27,9.83,9.83,0.047,3,0,2,0.0,0.0,1
8450,150.0,31626,152.41,149.73,0.27,7.46,7.46,0.018,3,0,2,0.0,0.0,1
8460,150.0,31663,148.4,149.73,0.27,9.71,9.71,0.046,3,0,2,0.0,0.0,1
8470,150.0,31700,148.4,149.73,0.27,9.95,9.95,0.048,3,0,2,0.0,0.0,1
8480,150.0,31738,152.41,149.73,0.27,7.58,7.58,0.02,3,0,2,0.0,0.0,1
8490,150.0,31776,152.41,151.07,-1.07,7.22,7.22,0.016,3,0,2,0.0,0.0,1
8500,150.0,31813,148.4,151.07,-1.07,9.47,9.47,0.044,3,0,2,0.0,0.0,1
8510,150.0,31850,148.4,149.73,0.27,9.71,9.71,0.046,3,0,2,0.0,0.0,1
8520,150.0,31887,148.4,148.4,1.6,9.95,9.95,0.049,3,0,2,0.0,0.0,1
8530,150.0,31925,152.41,149.73,0.27,7.58,7.58,0.02,3,0,2,0.0,0.0,1
8540,150.0,31963,152.41,151.07,-1.07,7.22,7.22,0.016,3,0,2,0.0,0.0,1
8550,150.0,32000,148.4,151.07,-1.07,9.47,9.47,0.044,3,0,2,0.0,0.0,1
8560,150.0,32037,148.4,149.73,0.27,9.71,9.71,0.046,3,0,2,0.0,0.0,1
8570,150.0,32074,148.4,148.4,1.6,9.95,9.95,0.049,3,0,2,0.0,0.0,1
8580,150.0,32112,152.41,149.73,0.27,7.58,7.58,0.02,3,0,2,0.0,0.0,1
8590,150.0,32149,148.4,149.73,0.27,9.83,9.83,0.047,3,0,2,0.0,0.0,1
8600,150.0,32187,152.41,151.07,-1.07,7.46,7.46,0.018,3,0,2,0.0,0.0,1
8610,150.0,32224,148.4,149.73,0.27,9.71,9.71,0.046,3,0,2,0.0,0.0,1
8620,150.0,32262,152.41,151.07,-1.07,7.34,7.34,0.017,3,0,2,0.0,0.0,1
8630,150.0,32299,148.4,149.73,0.27,9.59,9.59,0.045,3,0,2,0.0,0.0,1
8640,150.0,32337,152.41,151.07,-1.07,7.22,7.22,0.016,3,0,2,0.0,0.0,1
8650,150.0,32374,148.4,149.73,0.27,9.47,9.47,0.044,3,0,2,0.0,0.0,1
8660,150.0,32411,148.4,149.73,0.27,9.71,9.71,0.046,3,0,2,0.0,0.0,1
8670,150.0,32448,148.4,148.4,1.6,9.95,9.95,0.049,3,0,2,0.0,0.0,1
8680,150.0,32486,152.41,149.73,0.27,7.58,7.58,0.02,3,0,2,0.0,0.0,1
8690,150.0,32523,148.4,149.73,0.27,9.83,9.83,0.047,3,0,2,0.0,0.0,1
8700,150.0,32561,152.41,151.07,-1.07,7.46,7.46,0.018,3,0,2,0.0,0.0,1
8710,150.0,32598,148.4,149.73,0.27,9.71,9.71,0.046,3,0,2,0.0,0.0,1
8720,150.0,32636,152.41,151.07,-1.07,7.34,7.34,0.017,3,0,2,0.0,0.0,1
8730,150.0,32673,148.4,149.73,0.27,9.59,9.59,0.045,3,0,2,0.0,0.0,1
8740,150.0,32710,148.4,149.73,0.27,9.83,9.83,0.047,3,0,2,0.0,0.0,1
8750,150.0,32748,152.41,149.73,0.27,7.46,7.46,0.018,3,0,2,0.0,0.0,1
8760,150.0,32785,148.4,149.73,0.27,9.71,9.71,0.046,3,0,2,0.0,0.0,1
8770,150.0,32823,152.41,151.07,-1.07,7.34,7.34,0.017,3,0,2,0.0,0.0,1
8780,150.0,32860,148.4,149.73,0.27,9.59,9.59,0.045,3,0,2,0.0,0.0,1
8790,150.0,32897,148.4,149.73,0.27,9.83,9.83,0.047,3,0,2,0.0,0.0,1
8800,150.0,32935,152.41,149.73,0.27,7.46,7.46,0.018,3,0,2,0.0,0.0,1
8810,150.0,32972,148.4,149.73,0.27,9.71,9.71,0.046,3,0,2,0.0,0.0,1
8820,150.0,33009,148.4,149.73,0.27,9.95,9.95,0.048,3,0,2,0.0,0.0,1
8830,150.0,33047,152.41,149.73,0.27,7.58,7.58,0.02,3,0,2,0.0,0.0,1
8840,150.0,33085,152.41,151.07,-1.07,7.22,7.22,0.016,3,0,2,0.0,0.0,1
8850,150.0,33122,148.4,151.07,-1.07,9.47,9.47,0.044,3,0,2,0.0,0.0,1
8860,150.0,33159,148.4,149.73,0.27,9.71,9.71,0.046,3,0,2,0.0,0.0,1
8870,150.0,33196,148.4,148.4,1.6,9.95,9.95,0.049,3,0,2,0.0,0.0,1
8880,150.0,33234,152.41,149.73,0.27,7.58,7.58,0.02,3,0,2,0.0,0.0,1
8890,150.0,33272,152.41,151.07,-1.07,7.22,7.22,0.016,3,0,2,0.0,0.0,1
8900,150.0,33309,148.4,151.07,-1.07,9.47,9.47,0.044,3,0,2,0.0,0.0,1
8910,150.0,33346,148.4,149.73,0.27,9.71,9.71,0.046,3,0,2,0.0,0.0,1
8920,150.0,33383,148.4,148.4,1.6,9.95,9.95,0.049,3,0,2,0.0,0.0,1
8930,150.0,33421,152.41,149.73,0.27,7.58,7.58,0.02,3,0,2,0.0,0.0,1
8940,150.0,33459,152.41,151.07,-1.07,7.22,7.22,0.016,3,0,2,0.0,0.0,1
8950,150.0,33496,148.4,151.07,-1.07,9.47,9.47,0.044,3,0,2,0.0,0.0,1
8960,150.0,33533,148.4,149.73,0.27,9.71,9.71,0.046,3,0,2,0.0,0.0,1
8970,150.0,33570,148.4,148.4,1.6,9.95,9.95,0.049,3,0,2,0.0,0.0,1
8980,150.0,33608,152.41,149.73,0.27,7.58,7.58,0.02,3,0,2,0.0,0.0,1
8990,150.0,33645,148.4,149.73,0.27,9.83,9.83,0.047,3,0,2,0.0,0.0,1
9000,150.0,33683,152.41,151.07,-1.07,7.46,7.46,0.018,3,0,2,0.0,0.0,1
9010,150.0,33720,148.4,149.73,0.27,9.71,9.71,0.046,3,0,2,0.0,0.0,1
9020,150.0,33758,152.41,151.07,-1.07,7.34,7.34,0.017,3,0,2,0.0,0.0,1
9030,150.0,33795,148.4,149.73,0.27,9.59,9.59,0.045,3,0,2,0.0,0.0,1
9040,150.0,33832,148.4,149.73,0.27,9.83,9.83,0.047,3,0,2,0.0,0.0,1
9050,150.0,33870,152.41,149.73,0.27,7.46,7.46,0.018,3,0,2,0.0,0.0,1
9060,150.0,33907,148.4,149.73,0.27,9.71,9.71,0.046,3,0,2,0.0,0.0,1
9070,150.0,33945,152.41,151.07,-1.07,7.34,7.34,0.017,3,0,2,0.0,0.0,1
9080,150.0,33982,148.4,149.73,0.27,9.59,9.59,0.045,3,0,2,0.0,0.0,1
9090,150.0,34019,148.4,149.73,0.27,9.83,9.83,0.047,3,0,2,0.0,0.0,1
9100,150.0,34057,152.41,149.73,0.27,7.46,7.46,0.018,3,0,2,0.0,0.0,1
9110,150.0,34094,148.4,149.73,0.27,9.71,9.71,0.046,3,0,2,0.0,0.0,1
9120,150.0,34132,152.41,151.07,-1.07,7.34,7.34,0.017,3,0,2,0.0,0.0,1
9130,150.0,34169,148.4,149.73,0.27,9.59,9.59,0.045,3,0,2,0.0,0.0,1
9140,150.0,34206,148.4,149.73,0.27,9.83,9.83,0.047,3,0,2,0.0,0.0,1
9150,150.0,34244,152.41,149.73,0.27,7.46,7.46,0.018,3,0,2,0.0,0.0,1
9160,150.0,34281,148.4,149.73,0.27,9.71,9.71,0.046,3,0,2,0.0,0.0,1
9170,150.0,34319,152.41,151.07,-1.07,7.34,7.34,0.017,3,0,2,0.0,0.0,1
9180,150.0,34356,148.4,149.73,0.27,9.59,9.59,0.045,3,0,2,0.0,0.0,1
9190,150.0,34393,148.4,149.73,0.27,9.83,9.83,0.047,3,0,2,0.0,0.0,1
9200,150.0,34431,152.41,149.73,0.27,7.46,7.46,0.018,3,0,2,0.0,0.0,1
9210,150.0,34468,148.4,149.73,0.27,9.71,9.71,0.046,3,0,2,0.0,0.0,1
9220,150.0,34505,148.4,149.73,0.27,9.95,9.95,0.049,3,0,2,0.0,0.0,1
9230,150.0,34543,152.41,149.73,0.27,7.58,7.58,0.02,3,0,2,0.0,0.0,1
9240,150.0,34581,152.41,151.07,-1.07,7.22,7.22,0.016,3,0,2,0.0,0.0,1
9250,150.0,34618,148.4,151.07,-1.07,9.47,9.47,0.044,3,0,2,0.0,0.0,1
9260,150.0,34655,148.4,149.73,0.27,9.71,9.71,0.046,3,0,2,0.0,0.0,1
9270,150.0,34692,148.4,148.4,1.6,9.95,9.95,0.049,3,0,2,0.0,0.0,1
9280,150.0,34730,152.41,149.73,0.27,7.58,7.58,0.02,3,0,2,0.0,0.0,1
9290,150.0,34768,152.41,151.07,-1.07,7.22,7.22,0.016,3,0,2,0.0,0.0,1
9300,150.0,34805,148.4,151.07,-1.07,9.47,9.47,0.044,3,0,2,0.0,0.0,1
9310,150.0,34842,148.4,149.73,0.27,9.71,9.71,0.046,3,0,2,0.0,0.0,1
9320,150.0,34879,148.4,148.4,1.6,9.95,9.95,0.049,3,0,2,0.0,0.0,1
9330,150.0,34917,152.41,149.73,0.27,7.58,7.58,0.02,3,0,2,0.0,0.0,1
9340,150.0,34954,148.4,149.73,0.27,9.83,9.83,0.047,3,0,2,0.0,0.0,1
9350,150.0,34992,152.41,151.07,-1.07,7.46,7.46,0.018,3,0,2,0.0,0.0,1
9360,150.0,35029,148.4,149.73,0.27,9.71,9.71,0.046,3,0,2,0.0,0.0,1
9370,150.0,35067,152.41,151.07,-1.07,7.34,7.34,0.017,3,0,2,0.0,0.0,1
9380,150.0,35104,148.4,149.73,0.27,9.59,9.59,0.045,3,0,2,0.0,0.0,1
9390,150.0,35142,152.41,151.07,-1.07,7.22,7.22,0.016,3,0,2,0.0,0.0,1
9400,150.0,35179,148.4,149.73,0.27,9.47,9.47,0.044,3,0,2,0.0,0.0,1
9410,150.0,35216,148.4,149.73,0.27,9.71,9.71,0.046,3,0,2,0.0,0.0,1
9420,150.0,35253,148.4,148.4,1.6,9.95,9.95,0.049,3,0,2,0.0,0.0,1
9430,150.0,35291,152.41,149.73,0.27,7.58,7.58,0.02,3,0,2,0.0,0.0,1
9440,150.0,35328,148.4,149.73,0.27,9.83,9.83,0.047,3,0,2,0.0,0.0,1
9450,150.0,35366,152.41,151.07,-1.07,7.46,7.46,0.018,3,0,2,0.0,0.0,1
9460,150.0,35403,148.4,149.73,0.27,9.71,9.71,0.046,3,0,2,0.0,0.0,1
9470,150.0,35441,152.41,151.07,-1.07,7.34,7.34,0.017,3,0,2,0.0,0.0,1
9480,150.0,35478,148.4,149.73,0.27,9.59,9.59,0.045,3,0,2,0.0,0.0,1
9490,150.0,35515,148.4,149.73,0.27,9.83,9.83,0.047,3,0,2,0.0,0.0,1
9500,150.0,35553,152.41,149.73,0.27,7.46,7.46,0.018,3,0,2,0.0,0.0,1
9510,150.0,35590,148.4,149.73,0.27,9.71,9.71,0.046,3,0,2,0.0,0.0,1
9520,150.0,35628,152.41,151.07,-1.07,7.34,7.34,0.017,3,0,2,0.0,0.0,1
9530,150.0,35665,148.4,149.73,0.27,9.59,9.59,0.045,3,0,2,0.0,0.0,1
9540,150.0,35702,148.4,149.73,0.27,9.83,9.83,0.047,3,0,2,0.0,0.0,1
9550,150.0,35740,152.41,149.73,0.27,7.46,7.46,0.018,3,0,2,0.0,0.0,1
9560,150.0,35777,148.4,149.73,0.27,9.71,9.71,0.046,3,0,2,0.0,0.0,1
9570,150.0,35815,152.41,151.07,-1.07,7.34,7.34,0.017,3,0,2,0.0,0.0,1
9580,150.0,35852,148.4,149.73,0.27,9.59,9.59,0.045,3,0,2,0.0,0.0,1
9590,150.0,35889,148.4,149.73,0.27,9.83,9.83,0.047,3,0,2,0.0,0.0,1
9600,150.0,35927,152.41,149.73,0.27,7.46,7.46,0.018,3,0,2,0.0,0.0,1
9610,150.0,35964,148.4,149.73,0.27,9.71,9.71,0.046,3,0,2,0.0,0.0,1
9620,150.0,36001,148.4,149.73,0.27,9.95,9.95,0.049,3,0,2,0.0,0.0,1
9630,150.0,36039,152.41,149.73,0.27,7.58,7.58,0.02,3,0,2,0.0,0.0,1
9640,150.0,36077,152.41,151.07,-1.07,7.22,7.22,0.016,3,0,2,0.0,0.0,1
9650,150.0,36114,148.4,151.07,-1.07,9.47,9.47,0.044,3,0,2,0.0,0.0,1
9660,150.0,36151,148.4,149.73,0.27,9.71,9.71,0.046,3,0,2,0.0,0.0,1
9670,150.0,36188,148.4,148.4,1.6,9.95,9.95,0.049,3,0,2,0.0,0.0,1
9680,150.0,36226,152.41,149.73,0.27,7.58,7.58,0.02,3,0,2,0.0,0.0,1
9690,150.0,36263,148.4,149.73,0.27,9.83,9.83,0.047,3,0,2,0.0,0.0,1
9700,150.0,36301,152.41,151.07,-1.07,7.46,7.46,0.018,3,0,2,0.0,0.0,1
9710,150.0,36338,148.4,149.73,0.27,9.71,9.71,0.046,3,0,2,0.0,0.0,1
9720,150.0,36376,152.41,151.07,-1.07,7.34,7.34,0.017,3,0,2,0.0,0.0,1
9730,150.0,36413,148.4,149.73,0.27,9.59,9.59,0.045,3,0,2,0.0,0.0,1
9740,150.0,36451,152.41,151.07,-1.07,7.22,7.22,0.016,3,0,2,0.0,0.0,1
9750,150.0,36488,148.4,149.73,0.27,9.47,9.47,0.044,3,0,2,0.0,0.0,1
9760,150.0,36525,148.4,149.73,0.27,9.71,9.71,0.046,3,0,2,0.0,0.0,1
9770,150.0,36562,148.4,148.4,1.6,9.95,9.95,0.049,3,0,2,0.0,0.0,1
9780,150.0,36600,152.41,149.73,0.27,7.58,7.58,0.02,3,0,2,0.0,0.0,1
9790,150.0,36637,148.4,149.73,0.27,9.83,9.83,0.047,3,0,2,0.0,0.0,1
9800,150.0,36675,152.41,151.07,-1.07,7.46,7.46,0.018,3,0,2,0.0,0.0,1
9810,150.0,36712,148.4,149.73,0.27,9.71,9.71,0.046,3,0,2,0.0,0.0,1
9820,150.0,36750,152.41,151.07,-1.07,7.34,7.34,0.017,3,0,2,0.0,0.0,1
9830,150.0,36787,148.4,149.73,0.27,9.59,9.59,0.045,3,0,2,0.0,0.0,1
9840,150.0,36824,148.4,149.73,0.27,9.83,9.83,0.047,3,0,2,0.0,0.0,1
9850,150.0,36862,152.41,149.73,0.27,7.46,7.46,0.018,3,0,2,0.0,0.0,1
9860,150.0,36899,148.4,149.73,0.27,9.71,9.71,0.046,3,0,2,0.0,0.0,1
9870,150.0,36937,152.41,151.07,-1.07,7.34,7.34,0.017,3,0,2,0.0,0.0,1
9880,150.0,36974,148.4,149.73,0.27,9.59,9.59,0.045,3,0,2,0.0,0.0,1
9890,150.0,37011,148.4,149.73,0.27,9.83,9.83,0.047,3,0,2,0.0,0.0,1
9900,150.0,37049,152.41,149.73,0.27,7.46,7.46,0.018,3,0,2,0.0,0.0,1
9910,150.0,37086,148.4,149.73,0.27,9.71,9.71,0.046,3,0,2,0.0,0.0,1
9920,150.0,37124,152.41,151.07,-1.07,7.34,7.34,0.017,3,0,2,0.0,0.0,1
9930,150.0,37161,148.4,149.73,0.27,9.59,9.59,0.045,3,0,2,0.0,0.0,1
