timestamp_ms,target_rpm,raw_encoder_count,raw_speed,filtered_speed,error_rpm,pi_output,pwm_duty,current,system_state,fault_flags,disturbance_active,applied_force_n,torque_nm,run_id
5060,150.0,18916,148.4,149.73,0.27,28.36,28.36,0.27,3,0,1,1.0,0.01,2
5070,150.0,18954,152.41,151.07,-1.07,25.99,25.99,0.241,3,0,1,1.0,0.01,2
5080,150.0,18991,148.4,149.73,0.27,28.24,28.24,0.268,3,0,1,1.0,0.01,2
5090,150.0,19029,152.41,151.07,-1.07,25.87,25.87,0.239,3,0,1,1.0,0.01,2
5100,150.0,19066,148.4,149.73,0.27,28.11,28.11,0.267,3,0,1,1.0,0.01,2
5110,150.0,19104,152.41,151.07,-1.07,25.75,25.75,0.238,3,0,1,1.0,0.01,2
5120,150.0,19141,148.4,149.73,0.27,27.99,27.99,0.266,3,0,1,1.0,0.01,2
5130,150.0,19178,148.4,149.73,0.27,28.24,28.24,0.269,3,0,1,1.0,0.01,2
5140,150.0,19215,148.4,148.4,1.6,28.48,28.48,0.271,3,0,1,1.0,0.01,2
5150,150.0,19253,152.41,149.73,0.27,26.11,26.11,0.242,3,0,1,1.0,0.01,2
5160,150.0,19290,148.4,149.73,0.27,28.36,28.36,0.27,3,0,1,1.0,0.01,2
5170,150.0,19328,152.41,151.07,-1.07,25.99,25.99,0.241,3,0,1,1.0,0.01,2
5180,150.0,19365,148.4,149.73,0.27,28.24,28.24,0.268,3,0,1,1.0,0.01,2
5190,150.0,19403,152.41,151.07,-1.07,25.87,25.87,0.239,3,0,1,1.0,0.01,2
5200,150.0,19440,148.4,149.73,0.27,28.11,28.11,0.267,3,0,1,1.0,0.01,2
5210,150.0,19477,148.4,149.73,0.27,28.36,28.36,0.27,3,0,1,1.0,0.01,2
5220,150.0,19515,152.41,149.73,0.27,25.99,25.99,0.241,3,0,1,1.0,0.01,2
5230,150.0,19552,148.4,149.73,0.27,28.24,28.24,0.268,3,0,1,1.0,0.01,2
5240,150.0,19590,152.41,151.07,-1.07,25.87,25.87,0.239,3,0,1,1.0,0.01,2
5250,150.0,19627,148.4,149.73,0.27,28.11,28.11,0.267,3,0,1,1.0,0.01,2
5260,150.0,19664,148.4,149.73,0.27,28.36,28.36,0.27,3,0,1,1.0,0.01,2
5270,150.0,19702,152.41,149.73,0.27,25.99,25.99,0.241,3,0,1,1.0,0.01,2
5280,150.0,19739,148.4,149.73,0.27,28.24,28.24,0.268,3,0,1,1.0,0.01,2
5290,150.0,19777,152.41,151.07,-1.07,25.87,25.87,0.239,3,0,1,1.0,0.01,2
5300,150.0,19814,148.4,149.73,0.27,28.11,28.11,0.267,3,0,1,1.0,0.01,2
5310,150.0,19851,148.4,149.73,0.27,28.36,28.36,0.27,3,0,1,1.0,0.01,2
5320,150.0,19889,152.41,149.73,0.27,25.99,25.99,0.241,3,0,1,1.0,0.01,2
5330,150.0,19926,148.4,149.73,0.27,28.24,28.24,0.268,3,0,1,1.0,0.01,2
5340,150.0,19964,152.41,151.07,-1.07,25.87,25.87,0.239,3,0,1,1.0,0.01,2
5350,150.0,20001,148.4,149.73,0.27,28.11,28.11,0.267,3,0,1,1.0,0.01,2
5360,150.0,20038,148.4,149.73,0.27,28.36,28.36,0.27,3,0,1,1.0,0.01,2
5370,150.0,20076,152.41,149.73,0.27,25.99,25.99,0.241,3,0,1,1.0,0.01,2
5380,150.0,20113,148.4,149.73,0.27,28.24,28.24,0.268,3,0,1,1.0,0.01,2
5390,150.0,20151,152.41,151.07,-1.07,25.87,25.87,0.24,3,0,1,1.0,0.01,2
5400,150.0,20188,148.4,149.73,0.27,28.11,28.11,0.267,3,0,1,1.0,0.01,2
5410,150.0,20225,148.4,149.73,0.27,28.36,28.36,0.27,3,0,1,1.0,0.01,2
5420,150.0,20263,152.41,149.73,0.27,25.99,25.99,0.241,3,0,1,1.0,0.01,2
5430,150.0,20300,148.4,149.73,0.27,28.24,28.24,0.268,3,0,1,1.0,0.01,2
5440,150.0,20338,152.41,151.07,-1.07,25.87,25.87,0.24,3,0,1,1.0,0.01,2
5450,150.0,20375,148.4,149.73,0.27,28.11,28.11,0.267,3,0,1,1.0,0.01,2
5460,150.0,20412,148.4,149.73,0.27,28.36,28.36,0.27,3,0,1,1.0,0.01,2
5470,150.0,20450,152.41,149.73,0.27,25.99,25.99,0.241,3,0,1,1.0,0.01,2
5480,150.0,20487,148.4,149.73,0.27,28.24,28.24,0.268,3,0,1,1.0,0.01,2
5490,150.0,20525,152.41,151.07,-1.07,25.87,25.87,0.24,3,0,1,1.0,0.01,2
5500,150.0,20562,148.4,149.73,0.27,28.11,28.11,0.267,3,0,1,1.0,0.01,2
5510,150.0,20599,148.4,149.73,0.27,28.36,28.36,0.27,3,0,1,1.0,0.01,2
5520,150.0,20637,152.41,149.73,0.27,25.99,25.99,0.241,3,0,1,1.0,0.01,2
5530,150.0,20674,148.4,149.73,0.27,28.24,28.24,0.268,3,0,1,1.0,0.01,2
5540,150.0,20712,152.41,151.07,-1.07,25.87,25.87,0.24,3,0,1,1.0,0.01,2
5550,150.0,20749,148.4,149.73,0.27,28.11,28.11,0.267,3,0,1,1.0,0.01,2
5560,150.0,20786,148.4,149.73,0.27,28.36,28.36,0.27,3,0,1,1.0,0.01,2
5570,150.0,20824,152.41,149.73,0.27,25.99,25.99,0.241,3,0,1,1.0,0.01,2
5580,150.0,20861,148.4,149.73,0.27,28.24,28.24,0.268,3,0,1,1.0,0.01,2
5590,150.0,20899,152.41,151.07,-1.07,25.87,25.87,0.24,3,0,1,1.0,0.01,2
5600,150.0,20936,148.4,149.73,0.27,28.11,28.11,0.267,3,0,1,1.0,0.01,2
5610,150.0,20973,148.4,149.73,0.27,28.36,28.36,0.27,3,0,1,1.0,0.01,2
5620,150.0,21011,152.41,149.73,0.27,25.99,25.99,0.241,3,0,1,1.0,0.01,2
5630,150.0,21048,148.4,149.73,0.27,28.24,28.24,0.268,3,0,1,1.0,0.01,2
5640,150.0,21085,148.4,149.73,0.27,28.48,28.48,0.271,3,0,1,1.0,0.01,2
5650,150.0,21123,152.41,149.73,0.27,26.11,26.11,0.242,3,0,1,1.0,0.01,2
5660,150.0,21161,152.41,151.07,-1.07,25.75,25.75,0.238,3,0,1,1.0,0.01,2
5670,150.0,21198,148.4,151.07,-1.07,27.99,27.99,0.266,3,0,1,1.0,0.01,2
5680,150.0,21235,148.4,149.73,0.27,28.24,28.24,0.268,3,0,1,1.0,0.01,2
5690,150.0,21273,152.41,149.73,0.27,25.87,25.87,0.24,3,0,1,1.0,0.01,2
5700,150.0,21310,148.4,149.73,0.27,28.11,28.11,0.267,3,0,1,1.0,0.01,2
5710,150.0,21347,148.4,149.73,0.27,28.36,28.36,0.27,3,0,1,1.0,0.01,2
5720,150.0,21385,152.41,149.73,0.27,25.99,25.99,0.241,3,0,1,1.0,0.01,2
5730,150.0,21422,148.4,149.73,0.27,28.24,28.24,0.268,3,0,1,1.0,0.01,2
5740,150.0,21459,148.4,149.73,0.27,28.48,28.48,0.271,3,0,1,1.0,0.01,2
5750,150.0,21497,152.41,149.73,0.27,26.11,26.11,0.242,3,0,1,1.0,0.01,2
5760,150.0,21535,152.41,151.07,-1.07,25.75,25.75,0.238,3,0,1,1.0,0.01,2
5770,150.0,21572,148.4,151.07,-1.07,27.99,27.99,0.266,3,0,1,1.0,0.01,2
5780,150.0,21609,148.4,149.73,0.27,28.24,28.24,0.268,3,0,1,1.0,0.01,2
5790,150.0,21646,148.4,148.4,1.6,28.48,28.48,0.271,3,0,1,1.0,0.01,2
5800,150.0,21684,152.41,149.73,0.27,26.11,26.11,0.242,3,0,1,1.0,0.01,2
5810,150.0,21722,152.41,151.07,-1.07,25.75,25.75,0.238,3,0,1,1.0,0.01,2
5820,150.0,21759,148.4,151.07,-1.07,27.99,27.99,0.266,3,0,1,1.0,0.01,2
5830,150.0,21796,148.4,149.73,0.27,28.24,28.24,0.268,3,0,1,1.0,0.01,2
5840,150.0,21833,148.4,148.4,1.6,28.48,28.48,0.271,3,0,1,1.0,0.01,2
5850,150.0,21871,152.41,149.73,0.27,26.11,26.11,0.242,3,0,1,1.0,0.01,2
5860,150.0,21909,152.41,151.07,-1.07,25.75,25.75,0.238,3,0,1,1.0,0.01,2
5870,150.0,21946,148.4,151.07,-1.07,27.99,27.99,0.266,3,0,1,1.0,0.01,2
5880,150.0,21983,148.4,149.73,0.27,28.24,28.24,0.268,3,0,1,1.0,0.01,2
5890,150.0,22020,148.4,148.4,1.6,28.48,28.48,0.271,3,0,1,1.0,0.01,2
5900,150.0,22058,152.41,149.73,0.27,26.11,26.11,0.242,3,0,1,1.0,0.01,2
5910,150.0,22096,152.41,151.07,-1.07,25.75,25.75,0.238,3,0,1,1.0,0.01,2
5920,150.0,22133,148.4,151.07,-1.07,27.99,27.99,0.266,3,0,1,1.0,0.01,2
5930,150.0,22170,148.4,149.73,0.27,28.24,28.24,0.268,3,0,1,1.0,0.01,2
5940,150.0,22207,148.4,148.4,1.6,28.48,28.48,0.271,3,0,1,1.0,0.01,2
5950,150.0,22245,152.41,149.73,0.27,26.11,26.11,0.242,3,0,1,1.0,0.01,2
5960,150.0,22283,152.41,151.07,-1.07,25.75,25.75,0.238,3,0,1,1.0,0.01,2
5970,150.0,22320,148.4,151.07,-1.07,27.99,27.99,0.266,3,0,1,1.0,0.01,2
5980,150.0,22357,148.4,149.73,0.27,28.24,28.24,0.268,3,0,1,1.0,0.01,2
5990,150.0,22394,148.4,148.4,1.6,28.48,28.48,0.271,3,0,1,1.0,0.01,2
6000,150.0,22432,152.41,149.73,0.27,26.11,26.11,0.242,3,0,1,1.0,0.01,2
6010,150.0,22470,152.41,151.07,-1.07,25.75,25.75,0.238,3,0,1,1.0,0.01,2
6020,150.0,22507,148.4,151.07,-1.07,27.99,27.99,0.266,3,0,1,1.0,0.01,2
6030,150.0,22544,148.4,149.73,0.27,28.24,28.24,0.268,3,0,1,1.0,0.01,2
6040,150.0,22581,148.4,148.4,1.6,28.48,28.48,0.271,3,0,1,1.0,0.01,2
6050,150.0,22619,152.41,149.73,0.27,26.11,26.11,0.242,3,0,1,1.0,0.01,2
6060,150.0,22656,148.4,149.73,0.27,28.36,28.36,0.27,3,0,1,1.0,0.01,2
6070,150.0,22694,152.41,151.07,-1.07,25.99,25.99,0.241,3,0,1,1.0,0.01,2
6080,150.0,22731,148.4,149.73,0.27,28.24,28.24,0.268,3,0,1,1.0,0.01,2
6090,150.0,22769,152.41,151.07,-1.07,25.87,25.87,0.239,3,0,1,1.0,0.01,2
6100,150.0,22806,148.4,149.73,0.27,28.11,28.11,0.267,3,0,1,1.0,0.01,2
6110,150.0,22844,152.41,151.07,-1.07,25.75,25.75,0.238,3,0,1,1.0,0.01,2
6120,150.0,22881,148.4,149.73,0.27,27.99,27.99,0.266,3,0,1,1.0,0.01,2
6130,150.0,22918,148.4,149.73,0.27,28.24,28.24,0.269,3,0,1,1.0,0.01,2
6140,150.0,22955,148.4,148.4,1.6,28.48,28.48,0.271,3,0,1,1.0,0.01,2
6150,150.0,22993,152.41,149.73,0.27,26.11,26.11,0.242,3,0,1,1.0,0.01,2
6160,150.0,23031,152.41,151.07,-1.07,25.75,25.75,0.238,3,0,1,1.0,0.01,2
6170,150.0,23068,148.4,151.07,-1.07,27.99,27.99,0.266,3,0,1,1.0,0.01,2
6180,150.0,23105,148.4,149.73,0.27,28.24,28.24,0.268,3,0,1,1.0,0.01,2
6190,150.0,23142,148.4,148.4,1.6,28.48,28.48,0.271,3,0,1,1.0,0.01,2
6200,150.0,23180,152.41,149.73,0.27,26.11,26.11,0.242,3,0,1,1.0,0.01,2
6210,150.0,23217,148.4,149.73,0.27,28.36,28.36,0.27,3,0,1,1.0,0.01,2
6220,150.0,23255,152.41,151.07,-1.07,25.99,25.99,0.241,3,0,1,1.0,0.01,2
6230,150.0,23292,148.4,149.73,0.27,28.24,28.24,0.268,3,0,1,1.0,0.01,2
6240,150.0,23330,152.41,151.07,-1.07,25.87,25.87,0.239,3,0,1,1.0,0.01,2
6250,150.0,23367,148.4,149.73,0.27,28.11,28.11,0.267,3,0,1,1.0,0.01,2
6260,150.0,23405,152.41,151.07,-1.07,25.75,25.75,0.238,3,0,1,1.0,0.01,2
6270,150.0,23442,148.4,149.73,0.27,27.99,27.99,0.266,3,0,1,1.0,0.01,2
6280,150.0,23479,148.4,149.73,0.27,28.24,28.24,0.269,3,0,1,1.0,0.01,2
6290,150.0,23516,148.4,148.4,1.6,28.48,28.48,0.271,3,0,1,1.0,0.01,2
6300,150.0,23554,152.41,149.73,0.27,26.11,26.11,0.242,3,0,1,1.0,0.01,2
6310,150.0,23591,148.4,149.73,0.27,28.36,28.36,0.27,3,0,1,1.0,0.01,2
6320,150.0,23629,152.41,151.07,-1.07,25.99,25.99,0.241,3,0,1,1.0,0.01,2
6330,150.0,23666,148.4,149.73,0.27,28.24,28.24,0.268,3,0,1,1.0,0.01,2
6340,150.0,23704,152.41,151.07,-1.07,25.87,25.87,0.239,3,0,1,1.0,0.01,2
6350,150.0,23741,148.4,149.73,0.27,28.11,28.11,0.267,3,0,1,1.0,0.01,2
6360,150.0,23778,148.4,149.73,0.27,28.36,28.36,0.27,3,0,1,1.0,0.01,2
6370,150.0,23816,152.41,149.73,0.27,25.99,25.99,0.241,3,0,1,1.0,0.01,2
6380,150.0,23853,148.4,149.73,0.27,28.24,28.24,0.268,3,0,1,1.0,0.01,2
6390,150.0,23891,152.41,151.07,-1.07,25.87,25.87,0.239,3,0,1,1.0,0.01,2
6400,150.0,23928,148.4,149.73,0.27,28.11,28.11,0.267,3,0,1,1.0,0.01,2
6410,150.0,23965,148.4,149.73,0.27,28.36,28.36,0.27,3,0,1,1.0,0.01,2
6420,150.0,24003,152.41,149.73,0.27,25.99,25.99,0.241,3,0,1,1.0,0.01,2
6430,150.0,24040,148.4,149.73,0.27,28.24,28.24,0.268,3,0,1,1.0,0.01,2
6440,150.0,24078,152.41,151.07,-1.07,25.87,25.87,0.239,3,0,1,1.0,0.01,2
6450,150.0,24115,148.4,149.73,0.27,28.11,28.11,0.267,3,0,1,1.0,0.01,2
6460,150.0,24152,148.4,149.73,0.27,28.36,28.36,0.27,3,0,1,1.0,0.01,2
6470,150.0,24190,152.41,149.73,0.27,25.99,25.99,0.241,3,0,1,1.0,0.01,2
6480,150.0,24227,148.4,149.73,0.27,28.24,28.24,0.268,3,0,1,1.0,0.01,2
6490,150.0,24265,152.41,151.07,-1.07,25.87,25.87,0.239,3,0,1,1.0,0.01,2
6500,150.0,24302,148.4,149.73,0.27,28.11,28.11,0.267,3,0,1,1.0,0.01,2
6510,150.0,24339,148.4,149.73,0.27,28.36,28.36,0.27,3,0,1,1.0,0.01,2
6520,150.0,24377,152.41,149.73,0.27,25.99,25.99,0.241,3,0,1,1.0,0.01,2
6530,150.0,24414,148.4,149.73,0.27,28.24,28.24,0.268,3,0,1,1.0,0.01,2
6540,150.0,24452,152.41,151.07,-1.07,25.87,25.87,0.24,3,0,1,1.0,0.01,2
6550,150.0,24489,148.4,149.73,0.27,28.11,28.11,0.267,3,0,1,1.0,0.01,2
6560,150.0,24526,148.4,149.73,0.27,28.36,28.36,0.27,3,0,1,1.0,0.01,2
6570,150.0,24564,152.41,149.73,0.27,25.99,25.99,0.241,3,0,1,1.0,0.01,2
6580,150.0,24601,148.4,149.73,0.27,28.24,28.24,0.268,3,0,1,1.0,0.01,2
6590,150.0,24639,152.41,151.07,-1.07,25.87,25.87,0.24,3,0,1,1.0,0.01,2
6600,150.0,24676,148.4,149.73,0.27,28.11,28.11,0.267,3,0,1,1.0,0.01,2
6610,150.0,24713,148.4,149.73,0.27,28.36,28.36,0.27,3,0,1,1.0,0.01,2
6620,150.0,24751,152.41,149.73,0.27,25.99,25.99,0.241,3,0,1,1.0,0.01,2
6630,150.0,24788,148.4,149.73,0.27,28.24,28.24,0.268,3,0,1,1.0,0.01,2
6640,150.0,24826,152.41,151.07,-1.07,25.87,25.87,0.24,3,0,1,1.0,0.01,2
6650,150.0,24863,148.4,149.73,0.27,28.11,28.11,0.267,3,0,1,1.0,0.01,2
6660,150.0,24900,148.4,149.73,0.27,28.36,28.36,0.27,3,0,1,1.0,0.01,2
6670,150.0,24938,152.41,149.73,0.27,25.99,25.99,0.241,3,0,1,1.0,0.01,2
6680,150.0,24975,148.4,149.73,0.27,28.24,28.24,0.268,3,0,1,1.0,0.01,2
6690,150.0,25013,152.41,151.07,-1.07,25.87,25.87,0.24,3,0,1,1.0,0.01,2
6700,150.0,25050,148.4,149.73,0.27,28.11,28.11,0.267,3,0,1,1.0,0.01,2
6710,150.0,25087,148.4,149.73,0.27,28.36,28.36,0.27,3,0,1,1.0,0.01,2
6720,150.0,25125,152.41,149.73,0.27,25.99,25.99,0.241,3,0,1,1.0,0.01,2
6730,150.0,25162,148.4,149.73,0.27,28.24,28.24,0.268,3,0,1,1.0,0.01,2
6740,150.0,25200,152.41,151.07,-1.07,25.87,25.87,0.24,3,0,1,1.0,0.01,2
6750,150.0,25237,148.4,149.73,0.27,28.11,28.11,0.267,3,0,1,1.0,0.01,2
6760,150.0,25274,148.4,149.73,0.27,28.36,28.36,0.27,3,0,1,1.0,0.01,2
6770,150.0,25312,152.41,149.73,0.27,25.99,25.99,0.241,3,0,1,1.0,0.01,2
6780,150.0,25349,148.4,149.73,0.27,28.24,28.24,0.268,3,0,1,1.0,0.01,2
6790,150.0,25387,152.41,151.07,-1.07,25.87,25.87,0.24,3,0,1,1.0,0.01,2
6800,150.0,25424,148.4,149.73,0.27,28.11,28.11,0.267,3,0,1,1.0,0.01,2
6810,150.0,25461,148.4,149.73,0.27,28.36,28.36,0.27,3,0,1,1.0,0.01,2
6820,150.0,25499,152.41,149.73,0.27,25.99,25.99,0.241,3,0,1,1.0,0.01,2
6830,150.0,25536,148.4,149.73,0.27,28.24,28.24,0.268,3,0,1,1.0,0.01,2
6840,150.0,25573,148.4,149.73,0.27,28.48,28.48,0.271,3,0,1,1.0,0.01,2
6850,150.0,25611,152.41,149.73,0.27,26.11,26.11,0.242,3,0,1,1.0,0.01,2
6860,150.0,25649,152.41,151.07,-1.07,25.75,25.75,0.238,3,0,1,1.0,0.01,2
6870,150.0,25686,148.4,151.07,-1.07,27.99,27.99,0.266,3,0,1,1.0,0.01,2
6880,150.0,25723,148.4,149.73,0.27,28.24,28.24,0.268,3,0,1,1.0,0.01,2
6890,150.0,25761,152.41,149.73,0.27,25.87,25.87,0.24,3,0,1,1.0,0.01,2
6900,150.0,25798,148.4,149.73,0.27,28.11,28.11,0.267,3,0,1,1.0,0.01,2
6910,150.0,25835,148.4,149.73,0.27,28.36,28.36,0.27,3,0,1,1.0,0.01,2
6920,150.0,25873,152.41,149.73,0.27,25.99,25.99,0.241,3,0,1,1.0,0.01,2
6930,150.0,25910,148.4,149.73,0.27,28.24,28.24,0.268,3,0,1,1.0,0.01,2
6940,150.0,25947,148.4,149.73,0.27,28.48,28.48,0.271,3,0,1,1.0,0.01,2
6950,150.0,25985,152.41,149.73,0.27,26.11,26.11,0.242,3,0,1,1.0,0.01,2
6960,150.0,26023,152.41,151.07,-1.07,25.75,25.75,0.238,3,0,1,1.0,0.01,2
6970,150.0,26060,148.4,151.07,-1.07,27.99,27.99,0.266,3,0,1,1.0,0.01,2
6980,150.0,26097,148.4,149.73,0.27,28.24,28.24,0.268,3,0,1,1.0,0.01,2
6990,150.0,26134,148.4,148.4,1.6,28.48,28.48,0.271,3,0,1,1.0,0.01,2
7000,150.0,26172,152.41,149.73,0.27,26.11,26.11,0.242,3,0,2,0.0,0.0,2
7010,150.0,26214,168.45,156.42,-6.42,15.32,15.32,0.104,3,0,2,0.0,0.0,2
7020,150.0,26258,176.47,165.78,-15.78,7.34,7.34,0.006,3,0,2,0.0,0.0,2
7030,150.0,26301,172.46,172.46,-22.46,5.98,5.98,-0.009,3,0,2,0.0,0.0,2
7040,150.0,26343,168.45,172.46,-22.46,5.21,5.21,-0.016,3,0,2,0.0,0.0,2
7050,150.0,26383,160.43,167.11,-17.11,7.66,7.66,0.015,3,0,2,0.0,0.0,2
7060,150.0,26423,160.43,163.1,-13.1,6.1,6.1,-0.003,3,0,2,0.0,0.0,2
7070,150.0,26463,160.43,160.43,-10.43,4.53,4.53,-0.02,3,0,2,0.0,0.0,2
7080,150.0,26501,152.41,157.75,-7.75,8.18,8.18,0.026,3,0,2,0.0,0.0,2
7090,150.0,26539,152.41,155.08,-5.08,7.82,7.82,0.022,3,0,2,0.0,0.0,2
7100,150.0,26576,148.4,151.07,-1.07,10.07,10.07,0.05,3,0,2,0.0,0.0,2
7110,150.0,26614,152.41,151.07,-1.07,7.7,7.7,0.021,3,0,2,0.0,0.0,2
7120,150.0,26652,152.41,151.07,-1.07,7.34,7.34,0.017,3,0,2,0.0,0.0,2
7130,150.0,26689,148.4,151.07,-1.07,9.59,9.59,0.045,3,0,2,0.0,0.0,2
7140,150.0,26726,148.4,149.73,0.27,9.83,9.83,0.047,3,0,2,0.0,0.0,2
7150,150.0,26764,152.41,149.73,0.27,7.46,7.46,0.018,3,0,2,0.0,0.0,2
7160,150.0,26801,148.4,149.73,0.27,9.71,9.71,0.046,3,0,2,0.0,0.0,2
7170,150.0,26839,152.41,151.07,-1.07,7.34,7.34,0.017,3,0,2,0.0,0.0,2
7180,150.0,26876,148.4,149.73,0.27,9.59,9.59,0.045,3,0,2,0.0,0.0,2
7190,150.0,26913,148.4,149.73,0.27,9.83,9.83,0.047,3,0,2,0.0,0.0,2
7200,150.0,26951,152.41,149.73,0.27,7.46,7.46,0.018,3,0,2,0.0,0.0,2
7210,150.0,26988,148.4,149.73,0.27,9.71,9.71,0.046,3,0,2,0.0,0.0,2
7220,150.0,27026,152.41,151.07,-1.07,7.34,7.34,0.017,3,0,2,0.0,0.0,2
7230,150.0,27063,148.4,149.73,0.27,9.59,9.59,0.045,3,0,2,0.0,0.0,2
7240,150.0,27100,148.4,149.73,0.27,9.83,9.83,0.047,3,0,2,0.0,0.0,2
7250,150.0,27138,152.41,149.73,0.27,7.46,7.46,0.018,3,0,2,0.0,0.0,2
7260,150.0,27175,148.4,149.73,0.27,9.71,9.71,0.046,3,0,2,0.0,0.0,2
7270,150.0,27213,152.41,151.07,-1.07,7.34,7.34,0.017,3,0,2,0.0,0.0,2
7280,150.0,27250,148.4,149.73,0.27,9.59,9.59,0.045,3,0,2,0.0,0.0,2
7290,150.0,27287,148.4,149.73,0.27,9.83,9.83,0.047,3,0,2,0.0,0.0,2
7300,150.0,27325,152.41,149.73,0.27,7.46,7.46,0.018,3,0,2,0.0,0.0,2
7310,150.0,27362,148.4,149.73,0.27,9.71,9.71,0.046,3,0,2,0.0,0.0,2
7320,150.0,27399,148.4,149.73,0.27,9.95,9.95,0.048,3,0,2,0.0,0.0,2
7330,150.0,27437,152.41,149.73,0.27,7.58,7.58,0.02,3,0,2,0.0,0.0,2
7340,150.0,27475,152.41,151.07,-1.07,7.22,7.22,0.016,3,0,2,0.0,0.0,2
7350,150.0,27512,148.4,151.07,-1.07,9.47,9.47,0.044,3,0,2,0.0,0.0,2
7360,150.0,27549,148.4,149.73,0.27,9.71,9.71,0.046,3,0,2,0.0,0.0,2
7370,150.0,27586,148.4,148.4,1.6,9.95,9.95,0.049,3,0,2,0.0,0.0,2
7380,150.0,27624,152.41,149.73,0.27,7.58,7.58,0.02,3,0,2,0.0,0.0,2
7390,150.0,27662,152.41,151.07,-1.07,7.22,7.22,0.016,3,0,2,0.0,0.0,2
7400,150.0,27699,148.4,151.07,-1.07,9.47,9.47,0.044,3,0,2,0.0,0.0,2
7410,150.0,27736,148.4,149.73,0.27,9.71,9.71,0.046,3,0,2,0.0,0.0,2
7420,150.0,27773,148.4,148.4,1.6,9.95,9.95,0.049,3,0,2,0.0,0.0,2
7430,150.0,27811,152.41,149.73,0.27,7.58,7.58,0.02,3,0,2,0.0,0.0,2
7440,150.0,27849,152.41,151.07,-1.07,7.22,7.22,0.016,3,0,2,0.0,0.0,2
7450,150.0,27886,148.4,151.07,-1.07,9.47,9.47,0.044,3,0,2,0.0,0.0,2
7460,150.0,27923,148.4,149.73,0.27,9.71,9.71,0.046,3,0,2,0.0,0.0,2
7470,150.0,27960,148.4,148.4,1.6,9.95,9.95,0.049,3,0,2,0.0,0.0,2
7480,150.0,27998,152.41,149.73,0.27,7.58,7.58,0.02,3,0,2,0.0,0.0,2
7490,150.0,28035,148.4,149.73,0.27,9.83,9.83,0.047,3,0,2,0.0,0.0,2
7500,150.0,28073,152.41,151.07,-1.07,7.46,7.46,0.018,3,0,2,0.0,0.0,2
7510,150.0,28110,148.4,149.73,0.27,9.71,9.71,0.046,3,0,2,0.0,0.0,2
7520,150.0,28148,152.41,151.07,-1.07,7.34,7.34,0.017,3,0,2,0.0,0.0,2
7530,150.0,28185,148.4,149.73,0.27,9.59,9.59,0.045,3,0,2,0.0,0.0,2
7540,150.0,28222,148.4,149.73,0.27,9.83,9.83,0.047,3,0,2,0.0,0.0,2
7550,150.0,28260,152.41,149.73,0.27,7.46,7.46,0.018,3,0,2,0.0,0.0,2
7560,150.0,28297,148.4,149.73,0.27,9.71,9.71,0.046,3,0,2,0.0,0.0,2
7570,150.0,28335,152.41,151.07,-1.07,7.34,7.34,0.017,3,0,2,0.0,0.0,2
7580,150.0,28372,148.4,149.73,0.27,9.59,9.59,0.045,3,0,2,0.0,0.0,2
7590,150.0,28409,148.4,149.73,0.27,9.83,9.83,0.047,3,0,2,0.0,0.0,2
7600,150.0,28447,152.41,149.73,0.27,7.46,7.46,0.018,3,0,2,0.0,0.0,2
7610,150.0,28484,148.4,149.73,0.27,9.71,9.71,0.046,3,0,2,0.0,0.0,2
7620,150.0,28522,152.41,151.07,-1.07,7.34,7.34,0.017,3,0,2,0.0,0.0,2
7630,150.0,28559,148.4,149.73,0.27,9.59,9.59,0.045,3,0,2,0.0,0.0,2
7640,150.0,28596,148.4,149.73,0.27,9.83,9.83,0.047,3,0,2,0.0,0.0,2
7650,150.0,28634,152.41,149.73,0.27,7.46,7.46,0.018,3,0,2,0.0,0.0,2
7660,150.0,28671,148.4,149.73,0.27,9.71,9.71,0.046,3,0,2,0.0,0.0,2
7670,150.0,28709,152.41,151.07,-1.07,7.34,7.34,0.017,3,0,2,0.0,0.0,2
7680,150.0,28746,148.4,149.73,0.27,9.59,9.59,0.045,3,0,2,0.0,0.0,2
7690,150.0,28783,148.4,149.73,0.27,9.83,9.83,0.047,3,0,2,0.0,0.0,2
7700,150.0,28821,152.41,149.73,0.27,7.46,7.46,0.018,3,0,2,0.0,0.0,2
7710,150.0,28858,148.4,149.73,0.27,9.71,9.71,0.046,3,0,2,0.0,0.0,2
7720,150.0,28895,148.4,149.73,0.27,9.95,9.95,0.049,3,0,2,0.0,0.0,2
7730,150.0,28933,152.41,149.73,0.27,7.58,7.58,0.02,3,0,2,0.0,0.0,2
7740,150.0,28971,152.41,151.07,-1.07,7.22,7.22,0.016,3,0,2,0.0,0.0,2
7750,150.0,29008,148.4,151.07,-1.07,9.47,9.47,0.044,3,0,2,0.0,0.0,2
7760,150.0,29045,148.4,149.73,0.27,9.71,9.71,0.046,3,0,2,0.0,0.0,2
7770,150.0,29082,148.4,148.4,1.6,9.95,9.95,0.049,3,0,2,0.0,0.0,2
7780,150.0,29120,152.41,149.73,0.27,7.58,7.58,0.02,3,0,2,0.0,0.0,2
7790,150.0,29158,152.41,151.07,-1.07,7.22,7.22,0.016,3,0,2,0.0,0.0,2
7800,150.0,29195,148.4,151.07,-1.07,9.47,9.47,0.044,3,0,2,0.0,0.0,2
7810,150.0,29232,148.4,149.73,0.27,9.71,9.71,0.046,3,0,2,0.0,0.0,2
